actor_name,birth_year,known_for,actor_role,actor_awards
AJ Neuschwander,none,The Exaltation Program,"Reparto,  Especialistas",None
Elle Shirzad,none,,Reparto,None
Ethan Breinholt,none,"Innerslip, What Christmas Means to Me My Love","Reparto,  Guion,  Dirección",None
Dyson Turner,none,,Reparto,None
Tai Bacani,none,"Reflections: Project Chameleon, Comic Book Junkies","Reparto,  Dirección de fotografía y cámara,  Dirección de la segunda unidad o asistencia a dirección",None
Alexander Geil,2003,"Tranquility: Ghost Stories, The Black Horse - A Post Apocalyptic Short","Reparto,  Edición,  Dirección",None
Keith R Beck,none,"Tranquility - An Independent Film, Tranquility: Ghost Stories","Reparto,  Guion,  Dirección",None
Amaya Eitapence,none,"Tranquility - An Independent Film, The Black Horse - A Post Apocalyptic Short","Reparto,  Dirección de fotografía y cámara",None
Devin Miller,none,"Tranquility: Ghost Stories, Endings","Dirección de fotografía y cámara,  Equipos adicionales,  Reparto",None
Mikkel Aarestrup,1993,"Where Did the Love Go?, En skøn dag","Reparto,  Guion,  Edición",EdiPlay International Film Festival
Rhiannon Ursell-Smith,none,"Carrier, Zonen","Reparto,  Sonido",None
Tina Haahr Planitzer,none,"Dobbeltspil, Så længe jeg lever","Reparto,  Guion",None
Martin Arnold Agersnap,none,"Ufrivillig, Shrouded Destiny: A Star Wars Long Tale","Reparto,  Especialistas",None
Kim Selch,none,,Reparto,None
Keith Collins II,none,"Maximillian, Lions and Wolves","Reparto,  Especialistas,  Producción","The Indie Gathering International Film Festival, Global Shorts, Los Angeles"
Dominick Fountain,none,"Grace and Mercy, A State of Mind",Reparto,None
Curtis Helm,none,"In Guns We Trust, In Production","Reparto,  Dirección de producción,  Especialistas",None
Kenny Hendrix,none,,"Reparto,  Especialistas",None
Matt Kane,none,"The Fight, VS: Ryu vs Winter Soldier","Reparto,  Especialistas,  Dirección",None
Nick Olson,none,"Professionals the Bad Business, The Curse of Captain Silverbeard","Reparto,  Guion,  Producción",None
Ryan Garner,none,"Wedding Thrashers, Professionals the Bad Business","Guion,  Producción,  Especialistas",None
Jessica La Tray,none,"Wedding Thrashers, Professionals the Bad Business",Reparto,None
Jalen Jensen,none,Wedding Thrashers,Reparto,None
Luke Frugia,none,"Professionals the Bad Business, Inspector Newkirk","Reparto,  Composición,  Guion",None
Douglas Cambron,none,"They Came from the Sky, I Saw Them!, Evil Bong 777","Producción,  Reparto,  Equipos adicionales",None
Thomas Adams,none,,Reparto,None
Dustin Cambron,none,,Reparto,None
