actor_name,birth_year,known_for,actor_role,actor_awards
Jatzke Fainsod,1997,"Una mano bajo la nieve y otras historias, Una canción sobre lo que sea",Reparto,None
Carlos Patrick Casanova,none,"El Dragón: El regreso de un guerrero, Una mano bajo la nieve y otras historias",Reparto,None
Lucía Tinajero,none,"El sabor de la Navidad, Ver la luna","Reparto,  Producción",None
Sophie Karl,none,"Minacious, Untold Stories","Reparto,  Producción,  Guion",None
Heather Small,1965,"A Requiem for Desire, Akeelah contra todos","Reparto,  Música,  Banda sonora","BASCA Gold Badge Awards, MOBO Awards"
Ben Silver,none,"Mercy Land, Rotinn","Reparto,  Guion,  Producción",None
Lisah Graziano,none,"The Party, Death to the Bourgeoisie","Reparto,  Guion,  Producción",Jersey Devil Film Festival
Hunter Miles,none,,Reparto,None
Max Richards,none,,Reparto,None
Breanna Fangman,none,,Reparto,None
Macy Jacob,none,"Rocks!, Trapped","Reparto,  Producción",None
Stanescu Motatu Demetrio Leonidas,1974,"Dawn of Spectral Darkness, Ghaar, Dawn of Spectral Darkness","Dirección,  Reparto,  Guion","Alternative Film Festival, Lift-Off Global Network, London"
Stanescu Motatu Demetrio Leonidas,1974,"Dawn of Spectral Darkness, Ghaar, Dawn of Spectral Darkness","Dirección,  Reparto,  Guion","Alternative Film Festival, Lift-Off Global Network, London"
Stanescu Motatu Demetrio Leonidas,1974,"Dawn of Spectral Darkness, Ghaar, Dawn of Spectral Darkness","Dirección,  Reparto,  Guion","Alternative Film Festival, Lift-Off Global Network, London"
L.T. Hewitt,none,"Battersea Power Station, Nadsat","Reparto,  Guion,  Dirección",Art Film Awards
Eliana Sera,none,,Reparto,None
Lara Sprosen,none,,Reparto,None
Julian Casablancas,none,"Somewhere, Click","Reparto,  Composición,  Música",Grammy Awards
Tyler Silvers,none,"One Fall, Manny & Lo","Reparto,  Guion,  Producción",None
Seaton Smith,none,"Mulaney, Treasure Trouble","Reparto,  Equipos adicionales,  Producción",None
Sam Song Li,1996,"Better Call Saul, Yo nunca","Reparto,  Producción,  Dirección",None
Haskiri Velazquez,1995,"Rapera a los 40, The Birch","Reparto,  Producción",Imagen Foundation Awards
Lea Zawada,none,"FBI: Most Wanted, The Librarians","Reparto,  Guion,  Banda sonora",Focus International Film Festival
Matt Walton,none,"Notorious, Onion SportsDome","Reparto,  Producción,  Equipo ejecutivo","Conocido/a por, Más de esta persona"
Charlie Alejandro,none,"El caballero oscuro: La leyenda renace, Code 13: Unreadable","Reparto,  Producción,  Equipos adicionales","Paris Film Festival, Screen Actors Guild Awards"
Bryce Breen,none,"Hunting Season, A Predator Returns",Reparto,None
Dave Carlson,none,,Reparto,None
Shawn Fitzgibbon,1972,"Defender a Jacob, Manchester frente al mar","Reparto,  Dirección,  Guion",New York City Independent Film Festival
Kristy Frye,none,"Flush, Eureka","Maquillaje,  Reparto,  Guion y continuidad",None
Meghan Atherton,none,"The Painter, The Reception","Reparto,  Producción",None
Josh Fesler,none,"Breaking News, The Joymaker","Reparto,  Cámara y electricidad",None
Bryan A. Mackenzie,none,"Golden, Concerto for Abigail","Dirección de fotografía y cámara,  Edición,  Cámara y electricidad","Couch Film Festival, A Place Called Sacramento Film Festival"
Daniel Rosemon,none,"Another Time, Rise of the Superkid","Cámara y electricidad,  Reparto,  Sonido",None
Bohn Connor,none,"Another Time, War of the Wills","Reparto,  Guion y continuidad",None
Bethany Hughes,none,,Reparto,None
Owen James,1986,"Say Nothing, Haunted Ulster Live","Reparto,  Dirección,  Guion",None
Francesco Cirolini,none,"SOKO Kitzbühel, Pfarrer Braun",Reparto,None
Alicia Güttler,none,,Reparto,None
Luca Güttler,none,,Reparto,None
Thomas Halder,none,"Caso Murer: El carnicero de Vilnius, Alpenkönig",Reparto,None
Lisa Hörtnagl,none,"Das zerbrochene Gesicht, Hirschen",Reparto,None
Deon Baranek,none,,Reparto,None
Shannon Hardy,none,,Reparto,None
Jack Horrigan,none,Shannon Is Strange,Reparto,None
Jessica McQuarter,none,"Sunshine Circle, Shannon Is Strange","Reparto,  Vestuario",None
Jordan Pries,none,,"Reparto,  Composición",None
Timmy D'Arnay,none,"The Scoundrel and the Showgirl, ""Duncans Toy Chest""","Dirección,  Guion,  Producción",None
Daria Kunpan,none,"Graceland Is for Gooners, Home of the Brave",Reparto,None
William Lawrence Toussaint,none,"Science Bro, McCanick","Reparto,  Guion,  Dirección",None
Roy Gutierrez,none,"Berdella, Killer Weed","Reparto,  Cámara y electricidad,  Efectos visuales","Independent Shorts Awards, New York International Film Awards"
Riley Hyde,none,"We Are Never Ever Getting Back Together, Til Death",Reparto,None
Natalie Bendheim,none,"Death of a Douchebag, Til Death","Reparto,  Producción,  Guion","Independent Shorts Awards, New York International Film Awards"
Rob Banks,none,"Hollywood and Vine, Succubus Next Door","Reparto,  Producción,  Guion",None
Rachel Michetti,none,"Beautiful, Candy Lawrence","Reparto,  Guion,  Dirección de la segunda unidad o asistencia a dirección","Calgary International Film Festival, Fort Worth Indie Film Showcase, US"
Austin Kovacs Dellow,none,,Reparto,None
Amanda Wong,none,"Buffoons & the Killer-bee Conspiracy, Cacti and Weed",Reparto,Portland Comedy Film Festival
Lori Watt,none,"Henderson, Time Helmet","Reparto,  Producción,  Dirección de producción","Leo Awards, Seattle Film Festival"
Chloé Gouneau,none,"Home and Away, Los misteriosos asesinatos de Miss Fisher","Reparto,  Equipos adicionales,  Arte",None
Samantha Powell von Lear,none,"""Its Teabatable""",Reparto,None
Jim Punnett,none,"Mortal Kombat, Thor: Love and Thunder","Reparto,  Especialistas,  Guion",None
Aditya Putcha,none,The Commercial,Reparto,None
Carlo Savaris,none,"The Food Chain, The Commercial","Reparto,  Equipos adicionales",None
Dan Garland,none,"A Dark Foe, Caged and Wild",Reparto,None
Ethan Mikael,none,"The Self, ""Sunday at the Reissmans""","Reparto,  Guion,  Dirección",None
Austin Nolan,none,I Wanna Be Happy,Reparto,None
Sarah Dickson,none,"Monitored, I Was There",Reparto,None
Liv Morrison,none,Monitored,"Reparto,  Vestuario",None
Carl Swanson,none,"Road to Damascus, The Ballad of Travis Hunter",Reparto,None
Mary Ann Biewener,none,"Do Not Disturb, Jean-Paul Luc Sébastien René",Reparto,None
Arye Gross,none,"Minority Report, The Rookie","Reparto,  Dirección",None
Philip John,none,"Outlander, Moon Dogs","Dirección,  Guion,  Reparto","BAFTA Awards, Scotland, BAFTA Awards, Wales"
Dominic Randazzo,none,,Reparto,None
Simon Vadas,none,"The Writer, Cybersex","Dirección,  Guion",None
Sam White,none,Rodent,"Reparto,  Dirección de la segunda unidad o asistencia a dirección,  Cámara y electricidad",None
Richard Jenkins Jr.,none,"Enough About Me, The Myth of Choice",Reparto,None
Tyler R. Jenkins,2002,,"Composición,  Edición,  Música",None
Cecile Geindre,none,"""Le monde daprès 2"", Vasilisa",Reparto,None
Angeli Hucher de Barros,none,"Un jeune amour, Cherchez Hortense","Reparto,  Dirección de la segunda unidad o asistencia a dirección",None
Julien Jacob,none,"Moloch, Jubilación: imposible",Reparto,Bari Under The Stars Film Festival
Jean-Michel Rucheton,none,"Balthazar, Nique Verlaine",Reparto,None
Lani Sogoyou,none,"La paz de Marsella, Les Flâneuses","Reparto,  Dirección,  Guion",None
Christa Cannon,none,"Chhevan Dariya, The Here Between","Reparto,  Música",None
Amanda Morales,none,,Reparto,None
Mark Robles,none,,Reparto,None
Alan Baker,none,"Chicago Fire, Leben",Reparto,None
Ryan Keith,none,,"Dirección,  Guion,  Producción",None
Daisy Melody,none,"Sol, ""Miami: A Decades Worth""",Reparto,None
Tiffany Sparks,none,Mr. Fans,Reparto,None
Erica Brauer,none,"Three Friends, ""A Heros Welcome""",Reparto,None
Roger Gutierrez,none,"Model Citizen, Justiciero de los ángeles",Reparto,"SENE Film, Music and Art Festival, Dreamachine International Film Festival"
Joey Jupiter-Levin,none,,"Reparto,  Producción,  Equipos adicionales",Scorpiusfest
Gregory Niebel,none,"Cypher, Behind the Movement",Reparto,None
Donna Marie Sergi,none,"La frontera prohibida, Roll Call",Reparto,None
Val Roberts,none,,Reparto,None
Olivia Simon,none,,Reparto,None
Victoria Viglione,none,Super Stud the Wonder Horse,"Reparto,  Dirección,  Guion",None
