actor_name,birth_year,known_for,actor_role,actor_awards
Krivasheev Alex,none,"Eyes on Me, Escape","Reparto,  Equipos adicionales",None
Alejandro Ubilla,none,"Nuevo Pacto, Lucia","Reparto,  Producción",None
Magdalena Acuña,none,"The Cold Side of the Sun, Lucia","Reparto,  Producción,  Guion",None
Tomas Araya,none,,Reparto,None
Joaquin Rodriguez,none,,Reparto,None
Jacinta Torres,none,"Los mil días de Allende, Adam & the Water","Reparto,  Producción",None
Elina Zelikova,none,,Reparto,None
Alexander Zorin,none,Vanish,Reparto,None
Mike Brenneman,none,,Reparto,Sunny Side Up Film Festival
Dene'a Hardin,none,"Bear No Malice, Then There Was Joe","Reparto,  Arte,  Vestuario",None
Daniel Lee Harris,none,"TwinkleTown, Come Early Morning","Reparto,  Cámara y electricidad,  Sonido",None
Mark ILin,none,Standing on the Edge,Reparto,None
Lisa Michelle Sanders,none,"""Its You"", The Book Club","Reparto,  Guion,  Music Artist",Sunny Side Up Film Festival
Samuel Vargu,none,"Elvis Walks Home, Pit Stop Mafia","Reparto,  Producción",None
Armin Vargu,none,"Rise and Fall of Comrade Zylo, Elvis Walks Home",Reparto,None
Ervin Bejleri,none,"The Legend of the Cane, Four Seasons",Reparto,Rome Prisma Independent Film Awards
Vin Bejleri,none,"East, West, East: The Final Sprint, Sins Expiation",Reparto,"Tirana International Film Festival, AL, European Cinematography Awards (ECA)"
Gladiola Harizaj,none,Four Seasons,Reparto,None
Gregor Lopes,none,"Puerto Rican Jew, I Hide Behind Silence",Reparto,None
Christian Miranda,none,No More Leaving Parties,Reparto,None
Linsy Segarra,none,"Mi Amor, Puerto Rican Jew","Reparto,  Dirección,  Guion",None
Jim Shankman,none,"Secretos íntimos, ""Theres Something Wrong with Paul""",Reparto,None
Maira Barriga Toyama,none,Radiant Choice,"Reparto,  Guion,  Producción",None
Alex Wong,1986,"El gran showman, Mil maneras de morder el polvo","Reparto,  Equipos adicionales,  Composición",None
Fernando Contreras,none,,Reparto,None
Jexton Manzueta,none,,Reparto,None
Gloria Mays,none,,"Reparto,  Especialistas",None
Maiah Webster,none,"One Spoon of Chocolate, Remedy",Reparto,None
Meag Cherry,none,"Inmate Corrections Television, Garbage Boy and Trash Can","Dirección,  Edición,  Edición",None
Muna AlKuwari,none,,Reparto,None
Israa Al-Kamali,none,"Instincts, The Clown in the Morgue","Guion y continuidad,  Producción,  Dirección","Big Apple Film Festival and Screenplay Competition, Nicholl Fellowships in Screenwriting"
Sajad Hamidian,none,"Fever, Haze Over",Reparto,None
Mehrdad Babaei,none,,Reparto,None
Shoja'edin Giahi,none,Esbah,Reparto,None
Mahsa Latifi,none,"""I Dream My Mothers Dreams""",Reparto,None
Hilary Ryan,none,"El crepúsculo del tejón, Breakaway",Reparto,None
Carla Harrison-Hodge,none,"The Shape of Things, Cuffs",Reparto,None
Will Hearle,none,"The Masters of Dreams, Boys on Film 21: Beautiful Secret",Reparto,None
Rose Muirhead,none,"Book of Monsters, Blunt Instrument","Reparto,  Guion","The Monkey Bread Tree Film Awards, Wreak Havoc Horror Film Festival"
Adam Norton,none,"Kinsey, Play for Today",Reparto,None
Noah James,1989,"Shameless, Game Shakers","Reparto,  Dirección,  Guion",None
Kahyun Kim,none,"American Gods, Ponte en mi lugar","Reparto,  Banda sonora","Hollywood Reel Independent Film Festival, Marina Del Rey Film Festival"
Kate Gee-Finch,none,"Flesh & Oil, Inside...",Reparto,None
Brendan Lorenzo,none,"The Learner, Different Faces","Reparto,  Guion",None
John Sierra,none,The Power Went Out on Perdue Street,Reparto,None
Sofia Drelicharz,none,,Reparto,None
Jacob Adam Reese,none,,Reparto,None
Alyssa Riha,none,"Cursor, The Secret in the Basement","Reparto,  Guion y continuidad,  Vestuario",None
Nikki Massoud,none,"Homeland, Emergence","Reparto,  Guion",None
Theo Stockman,1984,"Bonding, High Maintenance",Reparto,None
Faye Campbell,none,"Champion, Punch","Reparto,  Producción",None
Zak Douglas,none,"Ridley, The Good Ship Murder",Reparto,None
Brandon Howard,none,,Reparto,None
Rhianna Morris,none,"Wildflower, The Space Between","Reparto,  Guion,  Producción",None
Joti Patel,none,"Bodyguard, Gente de barrio",Reparto,None
