actor_name,birth_year,known_for,actor_role,actor_awards
Kevin Brunton,none,"Mark and Joe, Soup or Pie","Reparto,  Producción",None
Jacob Barnes,none,"The Onset of Fear, Soup or Pie","Dirección,  Reparto,  Guion",None
Joséphine de La Baume,1984,"Rush, Johnny English Returns","Reparto,  Guion,  Dirección",None
Greg Vrotsos,1984,"Mayans M.C., El estrangulador de Boston","Reparto,  Guion,  Dirección",None
Alex Beh,none,"Warren, Coffees","Reparto,  Producción,  Dirección","Chicago International Film Festival, Santa Barbara International Film Festival"
Choice Skinner,none,"Brotherly Love, Wingman Inc.","Reparto,  Dirección,  Producción","Image Awards (NAACP), Las Vegas International Film Festival"
Antonio Dean Smith,none,,"Reparto,  Producción",None
Coel Mahal,none,"Aporia, Hot Take: The Depp/Heard Trial","Reparto,  Especialistas,  Guion",None
Sergei Dmitriev,none,"Rebel Moon, The Mandalorian","Especialistas,  Reparto,  Dirección de la segunda unidad o asistencia a dirección",Screen Actors Guild Awards
Danny Farber,none,"Chicago Fire, Proven Innocent","Reparto,  Dirección,  Producción","Dances With Films, Desert Rocks Film and Music Event"
Suzanna Akins,none,"normal., Love, Venezia",Reparto,None
Anthony Mawena Kokou,none,,Reparto,None
Isabella Patron,none,Passarinho,Reparto,None
Camila Robertson Glennie,none,"Museo, Golden Malibu",Reparto,"Ariel Awards, Mexico, Feratum Film Festival"
Naomy Romo,none,"Un chihuahua en Beverly Hills, Pedro perdió la cabeza","Reparto,  Equipos adicionales","Rio WebFest, Sweden Film Awards"
Johanna Lefever,none,"Three Idiots to a Team, It Still Burns","Reparto,  Maquillaje",None
Justin Agins,none,,"Reparto,  Dirección,  Guion",None
Kevin Pullias,none,"Beneath the Rain, The Girl from the Ground","Producción,  Reparto,  Guion",None
Nicole Biello,none,"Junk in the Trunk, The Glorbis","Reparto,  Equipos adicionales,  Guion",None
Morgan Tarrant,none,"DarkTyme: Stories from the Future, Thirty Seconds","Reparto,  Equipos adicionales",None
Mj Dixon,none,"Horror-Scopes Volume One, Beep Beep","Dirección,  Guion,  Dirección de fotografía y cámara","Couch Film Festival, Stranger Days Independent Film Festival"
Stacy Hart,1979,"La playa, Dead Air","Reparto,  Banda sonora",Genre Celebration Festival
Cy Henty,none,"Slasher House 3, Video Shop Tales of Terror","Reparto,  Dirección,  Guion",None
Michaela Hunt,none,"My Crazy Hand, The Vampire of Cripplegate","Reparto,  Equipos adicionales",None
Dani Thompson,1983,"My Bloody Banjo, Serial Kaller","Reparto,  Producción,  Guion","Fright Night Film Festival, US, Romford Horror Festival"
Naoyuki Miyahara,none,"Darkness of Otherwhere, GARO: Versus Road",Reparto,None
Kaori Takeshita,none,,Reparto,None
Devaughnté Lawrence,none,,Reparto,None
Keely Krall,none,"""Karens Day Off"", The Death of a Malevolent Being","Reparto,  Maquillaje",None
Ned White,none,,None,None
Roger Ivens,1981,,"Reparto,  Producción",None
Frankee Romero,none,"""Fools Gambit"", Legendz","Reparto,  Producción",None
Ariane Marie Chavez,none,,Reparto,None
China Jones,none,"Pollo Loco, Unpaid Debts","Guion,  Reparto,  Producción",None
Keith Bachelor Jr.,none,"Viridian IX, Demu",Reparto,None
Naomi Hayton,none,,Reparto,None
Jimmy Paul,none,"Her Ghost in the Fog, Mr. Krinkles","Guion,  Reparto,  Producción",None
David Powers,none,,"Guion,  Dirección,  Edición",None
Anthony Tyler,none,"The Possum King, Send in the Clowns","Reparto,  Dirección de fotografía y cámara,  Edición",None
Kiara-Kumail,none,Re:Gen(d)eration,Reparto,None
Amanda Gilmore,none,I Want to Believe,Reparto,None
Marc Daniel,none,"Transplant, Fast Track","Reparto,  Equipos adicionales,  Guion",None
Olivia Chang,none,,Reparto,None
Jenn Rosado,none,"Dama y Obrero, Dueños del Paraíso","Reparto,  Casting,  Equipo ejecutivo",None
Kacie Rogers,none,"You, Grace and Frankie",Reparto,"Cedar Rapids Independent Film Festival, Los Angeles Independent Film Festival Awards"
Alan Trinca,none,"Bull, Heartbreak Falls Part 1","Reparto,  Guion,  Producción",None
Robert Paul,none,,Reparto,None
Jason Anthony,none,"Call of Duty: Modern Warfare, Terra Willy: planeta desconocido","Reparto,  Guion,  Dirección",None
Melissa Jayka Parish,none,,"Reparto,  Vestuario",None
Thomas Deacon,none,,Reparto,None
Annabel Davis,none,"Unit Tapes, Forgive Me Father","Reparto,  Guion y continuidad",None
Janelle Tedesco,none,"Stunt Mom, En cuerpo y alma","Reparto,  Producción,  Guion","Garden State Film Festival, Coney Island Film Festival"
Mark Shock,none,"Mute, The Blacklist","Reparto,  Producción,  Guion",Indie Short Fest
Sam Bloechle,none,"Door to Door, Hey Sharks!","Sonido,  Reparto,  Cámara y electricidad",None
Robert Fiorille,none,"Parking Wars, Lil Jon Wants to Do What?","Edición,  Edición,  Dirección de la segunda unidad o asistencia a dirección",None
Daniel Bapeck,none,"Provoking Danger, Animal Religion",Reparto,None
Sintija Linuza,none,"Animal Religion, Spacehawk","Producción,  Reparto,  Dirección",None
Anson K.H. Yip,none,Animal Religion,"Producción,  Guion,  Dirección",None
Rubén Alarcón,none,,Reparto,None
Judit Coll,none,"Cena de Parejas, Intervención Crujiente",Reparto,None
Kliat Guerrero,none,"""Dos dies i leternitat"", Cena de Parejas",Reparto,None
Álvaro Roldán,none,Cena de Parejas,Reparto,None
Aishwarya Rajesh,1990,"Thittam Irandu, Ka Pae Ranasingam",Reparto,"Filmfare Awards South, South Indian International Movie Awards"
Rahul Ramakrishna,1991,"RRR, Geetha Govindam","Reparto,  Guion,  Música","Filmfare Awards South, South Indian International Movie Awards"
Naresh,none,,Reparto,None
Rahul,none,,Reparto,None
Madhu,none,,Reparto,None
Chloe Berk,none,,"Reparto,  Dirección,  Guion",None
Monica Sanborn,none,"Cousins, Summer Solstice",Reparto,None
Ima Pardo Ferreira,none,,Reparto,None
David Ketter,none,"Linie 21, Die gestohlene Zeit","Reparto,  Dirección,  Guion",Golden Lemur International Film Festival
Benjamin-Lew Klon,none,"My Blueberry Nights, GG 19 - Eine Reise durch Deutschland in 19 Artikeln","Reparto,  Equipos adicionales,  Arte",None
Karin Muehlhoff,none,Kibitzer,Reparto,None
Marie Philipp,none,"World of Leem, Linnea",Reparto,None
Natalia de Molina,1989,"Vivir es fácil con los ojos cerrados, Adiós","Reparto,  Banda sonora","Berlin International Film Festival, Cinema Writers Circle Awards, Spain"
Andrea Ros,1993,"La fría luz del día, Mar de fons","Reparto,  Dirección,  Guion",None
Chris Grace,none,"Stumptown, Broad City","Reparto,  Producción,  Dirección de fotografía y cámara",None
Anne Alexander-Sieder,none,"En el lugar del crimen, Ojai","Reparto,  Guion,  Producción",PiGrecoZen FilmFest
Gordon Rocks,none,"Lemon Tree, Righteous Blood",Reparto,"Oregon Scream Week, The Gladiator Film Festival"
Matte Kranz,none,,"Reparto,  Dirección,  Edición","Santa Monica Film Festival, Top Indie Film Awards"
Anna Rosselli,none,"CollegeHumor Originals, De-frienDEAD","Reparto,  Arte,  Producción",None
