actor_name,birth_year,known_for,actor_role,actor_awards
Charlie Lyne,none,"Wild, Air Mail",Reparto,None
Bella Straughn,none,Midheaven,Reparto,None
Alastair Coughlan,none,"Midheaven, We Are the Things We Lost","Reparto,  Composición",None
Martin Nick Alexandersson,1988,"Nattryttarna, Huss",Reparto,"The Monthly Film Festival (TMFF), Sunny Side Up Film Festival"
Lukas Feurst,none,Det kunde varit vi,Reparto,None
John-Gilbert Gröndahl,none,"Dör för dig, Dör för dig",Reparto,None
Doreen Ndagire,none,"Lyckad upptining av herr Moro, Tjejtoan 4-ever",Reparto,None
Simon Rodriguez,none,"Trevlig helg, Hotline",Reparto,None
Lorena Noemí Calandi,none,,Reparto,None
Rocío Cristina Ramos,none,,Reparto,None
Daniel Oslvaldo Saldaño,none,,Reparto,None
Sarah Baskin,none,"The Equalizer, La maravillosa Sra. Maisel","Reparto,  Dirección,  Producción","Cinema on the Bayou Film Festival, Toronto Shorts International Film Festival"
John Carhart III,none,"Puppet Seizure, Daily Shot with Ali Wentworth","Reparto,  Edición,  Producción","Houston Comedy Film Festival, Portland Comedy Film Festival"
Trevor McGhie,none,"Rivales, Golpe a Wall Street","Reparto,  Guion,  Dirección",None
Anthony Oberbeck,none,"Reveries: Going Deeper, Reveries","Reparto,  Guion,  Edición",None
Elizabeth Paige,none,"Ley y orden: Unidad de Víctimas Especiales, Nola Darling","Reparto,  Producción,  Guion","New Jersey International Festival, Bergen International Film Festival of NJ"
Tayla Cecere,none,"The Acid Queen, Chokeberries",Reparto,None
Daniel Millar,none,,Reparto,None
Nick Buckland,none,"Numbered Lives, Spithood","Reparto,  Producción,  Agente de talentos",None
Nick Launchbury,none,"Electric Feel, Within the Pines",Reparto,None
Ellie-May Enright,none,,Reparto,None
Maria Almeida,none,,Reparto,None
Emil Baikousis,none,,Reparto,None
Izabel Bartholomew,none,,Reparto,None
Tim Bull,none,,Reparto,None
Theodore Daniel,none,,Reparto,None
Aïda Gómez,none,"Losers, La Reina del Pop","Equipos adicionales,  Reparto,  Producción","Festival de cine de Fuentes de Ebro, Festival de cine de Zaragoza"
Adriana Rivera,none,,Reparto,None
Iria Sáez,none,,Reparto,None
Fernando Rojo,none,"Cañas, La Reina del Pop",Reparto,None
Laura Contreras,none,"Future Shock, La novia",Reparto,"Conocido/a por, Más de esta persona"
TK Boyce,none,,Reparto,None
Simon Chen,none,,"Reparto,  Producción",None
Michael Matise,none,,Reparto,None
Key Taw,none,"Humanized, My Hyperpop Era",Reparto,None
Gabriel Díaz,none,,Reparto,None
Yolanda Lara,none,,Reparto,None
Ricardo Morfín,none,Squirrels and Watermelons,Reparto,None
Scot Scurlock,none,"Painkiller, Death Ranch","Reparto,  Producción",Top Indie Film Awards
Christopher Hill,none,"Mother Nature and the Doomsday Prepper, Preach","Reparto,  Dirección de casting,  Dirección",Athens International Monthly Art Film Festival
Kahlid Elijah Tapia,none,"ATtheCOUNTER, Midway Round","Reparto,  Dirección de la segunda unidad o asistencia a dirección,  Producción",None
Joe Cook,none,"Killer Miller, Tales from the Old West","Reparto,  Dirección de la segunda unidad o asistencia a dirección,  Localización",Orlando Independent Filmmakers
Collin O'Neill,none,"The Cheerleader Sleepover Slaughter, Justice League: Apokolips",Reparto,None
Elsie Arisa,none,"North of Hollywood, Mary and Martha","Reparto,  Producción,  Legal",None
Tsalta Baptiste,none,"Cream, North of Hollywood","Producción,  Reparto,  Equipos adicionales",None
Jax Binkert,none,"""My Child Has My Doctors Face"", Bella Poarch: Build a Bitch",Reparto,Young Artist Awards
Kiana Clemente,none,"Second Chances, North of Hollywood",Reparto,None
Demetre Durham,none,"Lucid Love Dreams, Rusty Camel",Reparto,None
Shannon Browning,none,"3 Minutes, Grandfather Paradox","Dirección,  Guion,  Arte",None
David Ghetti,none,,Reparto,None
Sharni Joan,none,"""Aint No Sunshine"", Life Beyond Christine","Reparto,  Equipos adicionales",None
Malina Kelderman,none,"The Italian Vacation, Thanatos Sonata","Reparto,  Equipos adicionales",None
Jeremy Neofytos,none,,Reparto,None
Effie Cacarnakis,none,,Reparto,None
Drew Crocker,none,"Thundercock, Fast Asleep","Dirección,  Guion,  Reparto",Hollywood Blood Horror Festival
William Bonnell,none,"Ringo, Pirates of Malibu","Dirección,  Reparto,  Producción",None
Robin D. Stanton,none,"Miami Bici 2, Dead Mail","Reparto,  Guion,  Producción",None
Kate Godfrey,none,"Warped!, All That","Reparto,  Banda sonora",None
David Sullivan,1977,"Argo, Flaked","Reparto,  Dirección,  Sonido","Film Independent Spirit Awards, FilmQuest"
Joyce Guy,none,"¡Vaya Santa Claus!, This Is Us","Reparto,  Dirección,  Guion",Soap Hub Award
Garrett Ryan,1999,"Oculus: El espejo del mal, Insidious","Reparto,  Guion",Young Artist Awards
Mitchell Gregorio,none,"""Those Who Cant"", Disney FHO - Friends Hanging Out",Reparto,None
Sharrie McCain,1990,"House of Cards, For My Man","Reparto,  Producción,  Guion","Alternative Film Festival, Los Angeles Cinefest"
Patrick Bean Jr.,none,"Queen of Hearts, Secrets",Reparto,None
Tercola Durham,none,"Trapped, Dark Zero 48","Reparto,  Producción,  Guion",None
Brad Eaton,none,"A Private Room in the Museum, Zeke",Reparto,None
Alfronto,none,,Reparto,None
Solena Botsford,none,,Reparto,None
Ro James,none,"BET Her Live, The 365Black Awards","Reparto,  Banda sonora","Image Awards (NAACP), iHeartRadio Music Awards"
I.J. Meach,none,,Reparto,None
Joyia D. Bradley,none,"Kitty Bainbridge is Dead, ""Azreals Dissent""","Reparto,  Producción,  Dirección","Accolade Competition, Best Shorts Competition"
Shanel Cheatham,2003,"Who Is Christmas Eve?, Maya",Reparto,Young Artist Awards
Maya Smoot,none,"Q Train, Are You Still Here",Reparto,None
Jacob A. Ware,none,,"Reparto,  Producción,  Guion","Screen Actors Guild Awards, Garden State Film Festival"
Lucy Bryan,none,,Reparto,None
Christabel Clark,none,Invitation to a Dream,"Reparto,  Dirección,  Especialistas",None
Keith David,1956,"Están vivos, Armageddon","Reparto,  Producción,  Composición","Daytime Emmy Awards, Primetime Emmy Awards"
Angelica Ross,1980,"Pose, Claws","Reparto,  Producción,  Equipos adicionales","International Online Cinema Awards (INOCA), Gold Derby Awards"
Zolee Griggs,1997,"Archenemy, El protector",Reparto,None
Coty Galloway,none,"Beverly, Atlantis Rocks","Reparto,  Transporte,  Producción","Long Island Film Festival, Los Angeles Independent Film Festival Awards"
Marion Toro,none,"Station 151, Afflicted","Reparto,  Guion,  Casting",None
Jeremy Zocca,none,"Sur mon chemin, Les Faces cachées","Reparto,  Transporte",None
Louise Froideval,none,The Author,Reparto,None
Edmund Dehn,none,"Judge Minty, You Need Help",Reparto,"Action on Film International Film Festival, USA, The Monthly Film Festival (TMFF)"
Melissandre St. Hilaire,none,"The Witcher, Influenced!",Reparto,None
Cody Hall,none,,Reparto,None
Justin Miles,none,"Vamos de polis, The gates","Reparto,  Producción,  Guion","Shockfest Film Festival, US, Spooky Empire"
Rob Brownstein,none,"Star Trek: Discovery, Bosch","Reparto,  Dirección",Telly Awards
Olivia Castanho,none,,"Reparto,  Música,  Dirección","Telly Awards, Los Angeles Film Awards"
Michele Love Santoro,none,"Adam Ruins Everything, Overexposed","Reparto,  Dirección,  Guion",The Webby Awards
George Howard Adams,none,"MacGyver, Roadkill","Reparto,  Cámara y electricidad,  Producción",None
Logan Findlay,none,"001LithiumX, The Kindness of Strangers","Reparto,  Dirección,  Guion","Discover Film London Festival, Prague International Monthly Film Festival"
Steve Jackson,none,"A Thing Called Love, Ackley Bridge",Reparto,None
Ivan Laslett,none,,Reparto,None
Maisie Preston,none,"Victoria y Alberto, Wolf Among Sheep",Reparto,None
Christine Steel,none,"Iona, M.I.High",Reparto,None
Kaushik Nath,none,"Bornodi Bhotiai: Love, by the River, Khyonachar",Reparto,None
Rohan Maletira,none,Untitled and Unfinished,Reparto,None
