id_imdb,type,name,release_year,release_month,genre
tt24252376,Movie,Na Ruble bez rublya,2023,10,Comedy
tt24255908,Movie,Two for rent,2023,1,Comedy
tt24330196,Movie,Selfiee,2023,2,Comedy
tt24330928,Movie,Le grand cirque,2023,2,Comedy
tt24331572,Movie,Golova-zhestyanka,2023,6,Comedy
tt24354288,Movie,Wo te po po tsen me pa chuan chuan kao tiu le,2023,1,Comedy
tt24505238,Movie,Frica- Povestea primei superputeri,2023,3,Comedy
tt24513410,Movie,Mr. Anderson's Possessed Car,2023,1,Comedy
tt24640480,Movie,Andrew Santino: Cheeseburger,2023,1,Comedy
tt24787466,Movie,Ten Little Mistresses,2023,2,Comedy
tt24821478,Movie,7 Gangsters,2023,5,Comedy
tt24888662,Movie,Seid einfach wie ihr seid,2023,1,Comedy
tt24973372,Movie,Fa cai lian meng,2023,1,Comedy
tt25010142,Movie,Nanatsu no Taizai : Ensa no Edinburgh 2,2023,8,Comedy
tt25010552,Movie,Spring of the Brainless,2023,,Comedy
tt25010746,Movie,Deception,2023,11,Comedy
tt25032152,Movie,Soy Inocente,2023,1,Comedy
tt25054106,Movie,Bamboo,2023,1,Comedy
tt25135186,Movie,Strasti po Matveyu,2023,10,Comedy
tt25145320,Movie,Haveli in Trouble,2023,1,Comedy
tt25147946,Movie,Marco & Luna,2023,7,Comedy
tt25150038,Movie,Scandal Makers,2023,1,Comedy
tt25151194,Movie,Dhishkyaoon,2023,2,Comedy
tt25152320,Movie,Four Deaf Yorkshiremen's Contest,2023,1,Comedy
tt25154314,Movie,Park,2023,2,Comedy
tt25154816,Movie,Tendlya,2023,5,Comedy
tt25305832,Movie,Super Punjabi,2023,5,Comedy
tt25306940,Movie,Neposredstvenno Kakha. Drugoy film,2023,5,Comedy
tt25366998,Movie,Alhamour H.A.,2023,1,Comedy
tt25376122,Movie,Mor Yaar Superstar,2023,1,Comedy
tt25377462,Movie,A Guilty Conscience,2023,1,Comedy
tt25394054,Movie,The Honeymoon,2023,3,Comedy
tt25394666,Movie,Shoot the Kuruvi,2023,3,Comedy
tt25401450,Movie,Break Glass,2023,1,Comedy
