id_imdb,type,name,release_year,release_month,genre
tt30970632,Movie,Raíz,2024,5,Drama
tt30970938,Movie,Mr Patrick Wahala in America,2024,1,Drama
tt30971388,Movie,Boundary Waters,2024,none,Drama
tt30971472,Movie,Apatiya,2024,2,Drama
tt30971598,Movie,Eiga Karakai Jôzu no Takagi-san,2024,5,Drama
tt30972437,Movie,A Stripper's Dance,2024,2,Drama
tt30972487,Movie,It's All or Nothing,2024,4,Drama
tt30972648,Movie,Wisdom's House: Director's Cut,2024,1,Drama
tt30972810,Movie,Eye for an Eye 2,2024,2,Drama
tt30974961,Movie,Going South,2024,2,Drama
tt30976412,Movie,La Herida,2024,2,Drama
tt30982333,Movie,Evidências do Amor,2024,4,Drama
tt30982518,Movie,Akash Vani,2024,2,Drama
tt30982785,Movie,Memories of a Burning Body,2024,5,Drama
tt30984911,Movie,Sehnsucht nach Firdaws,2024,1,Drama
tt30985567,Movie,Get Close 2,2024,6,Drama
tt30985611,Movie,Ahmad,2024,2,Drama
tt30989079,Movie,Father-in-law and Son-in-law,2024,2,Drama
tt30985842,Movie,National Theatre Live: Nye,2024,4,Drama
tt30985568,Movie,Samandar,2024,5,Drama
tt30985888,Movie,Alive in Mo...,2024,1,Drama
tt30985297,Movie,Suzie Q,2024,none,Drama
tt30988771,Movie,Danga,2024,3,Drama
tt30990381,Movie,Eating Me Up,2024,5,Drama
tt31013030,Movie,Flight 404,2024,1,Drama
tt31015247,Movie,Suspended Time,2024,6,Drama
tt31015278,Movie,My Favourite Cake,2024,7,Drama
tt31015291,Movie,Langue étrangère,2024,2,Drama
tt31015344,Movie,Yeohaengjaui Pilyo,2024,4,Drama
tt31015413,Movie,Demba,2024,2,Drama
tt31015461,Movie,Sleep with Your Eyes Open,2024,6,Drama
tt31015496,Movie,The Fable,2024,2,Drama
tt31016613,Movie,Ivo,2024,6,Drama
tt31016912,Movie,The Great Yawn of History,2024,2,Drama
tt31018975,Movie,Through the Graves the Wind Is Blowing,2024,2,Drama
tt31018983,Movie,tú me abrasas,2024,2,Drama
tt31018048,Movie,Mãos no fogo,2024,2,Drama
tt31021897,Movie,Pantasya ni Tami,2024,1,Drama
tt31021984,Movie,Dilig,2024,1,Drama
tt31022272,Movie,Bonnie,2024,2,Drama
tt31023049,Movie,Yasamak Istiyorum,2024,9,Drama
tt31024127,Movie,ME: The Story of Mabel Egnomba,2024,11,Drama
tt31025278,Movie,Trainhopper,2024,none,Drama
tt31030671,Movie,Druzyna AA,2024,9,Drama
tt31031031,Movie,Brick,2024,1,Drama
tt31031320,Movie,"Foxy, or the Intolerant Mind Damned to Impotence",2024,1,Drama
tt31031372,Movie,Katas,2024,2,Drama
tt31024654,Movie,Aakhir Palaayan Kab Tak..?,2024,2,Drama
tt31032022,Movie,Mendung Tanpo Udan,2024,2,Drama
tt31032534,Movie,Perjalanan Pembuktian Cinta,2024,3,Drama
tt30645192,Short,Halfrican American,2024,3,Drama
tt30647608,Short,Better than Earth,2024,none,Drama
tt30651228,Short,Dominus Videt,2024,3,Drama
tt30689586,Short,Las Plantas No Duermen,2024,none,Drama
tt30689597,Short,Don't Pause the Game,2024,,Drama
tt30691373,Short,Huli,2024,,Drama
tt30691610,Short,Orange Sun,2024,2,Drama
tt30694268,Short,Swine,2024,1,Drama
tt30694437,Short,Christmas Melody,2024,none,Drama
tt30698988,Short,La última noche de Marilyn,2024,1,Drama
tt30700309,Short,Specks of red,2024,1,Drama
tt30700747,Short,Completely Well Adjusted,2024,1,Drama
tt30700876,Short,Such a Normal Day,2024,1,Drama
tt30701186,Short,Ver la luna,2024,5,Drama
tt30701602,Short,Roasted Bliss,2024,2,Drama
tt30701951,Short,"So Long, Farewell",2024,none,Drama
tt30710051,Short,Mademoiselle Lemaître,2024,none,Drama
tt30737015,Short,RECALL,2024,1,Drama
tt30745035,Short,Pray for Me,2024,1,Drama
tt30745973,Short,Living Faith,2024,1,Drama
tt30750134,Short,Dhara Ka Tame,2024,1,Drama
tt30750727,Short,The Carer,2024,1,Drama
tt30751188,Short,La Salvezza,2024,1,Drama
tt30758889,Short,Zakon,2024,none,Drama
tt30760282,Short,Tilgi meg,2024,5,Drama
tt30760832,Short,Marvin Is Sorry,2024,3,Drama
tt30761899,Short,Gerione,2024,1,Drama
tt30762176,Short,Baby,2024,1,Drama
tt30765352,Short,Ride Share Setup,2024,none,Drama
tt30766506,Short,Roomies,2024,1,Drama
tt30766981,Short,Fatefully Undone,2024,2,Drama
tt30767767,Short,This Is A Love Story,2024,none,Drama
tt30768469,Short,The Interview Project,2024,none,Drama
tt30768944,Short,La Intérprete,2024,,Drama
tt30769055,Short,I Wanna Be Happy,2024,none,Drama
tt30777143,Short,Sacrifice,2024,1,Drama
tt30777985,Short,Monitored,2024,1,Drama
tt30780588,Short,"Unfortunately,",2024,none,Drama
tt30781284,Short,Blowback,2024,,Drama
tt30781337,Short,The Good Life,2024,none,Drama
tt30781593,Short,Lui,2024,,Drama
tt30781620,Short,The Hall Pass,2024,,Drama
tt30782403,Short,Did You Mean It?,2024,,Drama
tt30782663,Short,The Way Our Waters Move,2024,5,Drama
tt30782796,Short,Recovered,2024,2,Drama
tt30783161,Short,A Black Rose Sunshine,2024,,Drama
tt30783549,Short,Hubble's Law,2024,1,Drama
tt30784066,Short,Fin Août,2024,5,Drama
tt30784222,Short,I Papaveri sono Alti Alti Alti,2024,1,Drama
tt30787792,Short,Isolate,2024,none,Drama
