id_imdb,type,name,release_year,release_month,genre
tt14115490,Movie,North Vegas,2022,,Action
tt14134448,Movie,The Lost and the Brave,2022,,Action
tt14146702,Movie,An Ideal to Die For,2022,10,Action
tt14149544,Movie,Stories Not to Be Told,2022,11,Action
tt14148124,Movie,Wanting,2022,5,Action
tt14174940,Movie,Interceptor,2022,6,Action
tt14174168,Movie,Gasoline Alley,2022,2,Action
tt14176480,Movie,Snowman,2022,12,Action
tt14182094,Movie,Chasing Paper aka Get Rich,2022,2,Action
tt14207604,Movie,El App,2022,10,Action
tt14209560,Movie,Bheemla Nayak,2022,2,Action
tt14214790,Movie,Shooter in Texas,2022,,Action
tt14216462,Movie,Aserb: The Squadron,2022,,Action
tt14216000,Movie,The Full House,2022,6,Action
tt14256094,Movie,Tensión máxima,2022,11,Action
tt14261132,Movie,The Old Man in 318,2022,3,Action
tt14263552,Movie,Rangdaar Shiva,2022,1,Action
tt1428450,Movie,Lady and a Gun,2022,4,Action
tt14302656,Movie,VRChat the Movie,2022,,Action
tt14315972,Movie,The Asphalt Ballad of Lenny Disco,2022,12,Action
tt14351490,Movie,The Kungfu Warrior,2022,7,Action
tt14369976,Movie,The Swiss Guard,2022,,Action
tt14403878,Movie,John 47 - true story,2022,8,Action
tt14409082,Movie,Play,2022,,Action
tt14412366,Movie,A Day to Die,2022,3,Action
tt14423288,Movie,Kontract,2022,none,Action
tt14441306,Movie,Bodyguard Story,2022,,Action
tt14448632,Movie,Pawankhind,2022,2,Action
tt14480726,Movie,Wrath of the Viper Sniper,2022,11,Action
tt14509614,Movie,Si hai,2022,2,Action
tt14526318,Movie,Sardar,2022,10,Action
tt14526756,Movie,Intergalactic PizzaBoy,2022,6,Action
tt14531318,Movie,Last.,2022,6,Action
tt14531092,Movie,"Lockhart: Into the Past, Darkly",2022,,Action
tt14543514,Movie,Teen Titans: Alpha,2022,4,Action
tt14557694,Movie,Rosemary & Sage Race Against Thyme,2022,8,Action
tt14562892,Movie,"Lockhart: Into the Past, Darkly",2022,,Action
tt14596750,Movie,White Crow,2022,,Action
tt14614892,Movie,Doragon boru supa supa hiro,2022,9,Action
tt14621412,Movie,Run Rabbit,2022,,Action
tt14631268,Movie,Any Time Hekdi,2022,1,Action
tt14635416,Movie,Brat 3,2022,12,Action
tt14641788,Movie,Enola Holmes 2,2022,11,Action
tt14644276,Movie,Varchasva,2022,1,Action
tt1464335,Movie,Uncharted,2022,2,Action
tt14662188,Movie,Jessie,2022,7,Action
tt14672882,Movie,The Tomorrow Job,2022,12,Action
tt14681174,Movie,Hell city,2022,3,Action
tt14700636,Movie,Hellcat,2022,1,Action
tt14715352,Movie,Rh-Null,2022,2,Action
tt19063164,Short,Dead or Alive,2022,3,Action
tt19063592,Short,It's Better to Save Trouble,2022,,Action
tt19099288,Short,Palace of Helen,2022,,Action
tt19113276,Short,Justice League: Apokolips,2022,,Action
tt19120958,Short,Journeyman Movie,2022,7,Action
tt19176906,Short,Swordpoint,2022,5,Action
tt19178190,Short,Triple Poerty,2022,3,Action
tt19210658,Short,Duel of Autumn,2022,3,Action
tt19244158,Short,Xerocoles,2022,,Action
tt19244366,Short,A Bag of Bullets,2022,5,Action
tt19231840,Short,Stayin' Alive,2022,5,Action
tt19246090,Short,10-32,2022,2,Action
tt19267896,Short,Ambush,2022,3,Action
tt19325234,Short,CandyFight,2022,2,Action
tt19358698,Short,The Smash Ultimatum,2022,6,Action
tt19364120,Short,Prisoners of WAR - Subject Zero,2022,6,Action
tt19373078,Short,Abridged,2022,4,Action
tt19379292,Short,Growth,2022,4,Action
tt19396948,Short,Bhau,2022,3,Action
tt19401962,Short,Mickey Mouse the assassin: The Beginning,2022,6,Action
tt19402792,Short,Hightail,2022,5,Action
tt19409112,Short,Trapos Sucios,2022,3,Action
tt19409198,Short,Distress in Dodge City,2022,4,Action
tt19409622,Short,The Innocence of Francisco Universe,2022,8,Action
tt19433346,Short,The Video Pirate,2022,4,Action
tt19433508,Short,Haute trahison,2022,,Action
tt19486732,Short,Gotham: Fear the Dark,2022,8,Action
tt19487742,Short,The Tornado,2022,4,Action
tt19488556,Short,Power-Man: The High Flyer,2022,4,Action
tt19499634,Short,James Squire: Ordinary Be Damned,2022,4,Action
tt19495140,Short,Navtoj Sidhu,2022,10,Action
tt19512186,Short,Locked Up by Morning,2022,4,Action
tt19527070,Short,God's Purpose,2022,6,Action
tt19531444,Short,Eradicator,2022,4,Action
tt19637366,Short,The Dharvengers,2022,6,Action
tt19637334,Short,Lost Due to Incompetence (student film),2022,3,Action
tt19710816,Short,Attack of the blue shark hedgehog,2022,4,Action
tt19705940,Short,Legend Mary,2022,4,Action
tt19712150,Short,Retribution,2022,3,Action
tt19714250,Short,Prophet,2022,4,Action
tt19718238,Short,Love and Danger,2022,4,Action
tt19721848,Short,Help,2022,4,Action
tt19729568,Short,Outré A Peculiar Thing,2022,7,Action
tt19729726,Short,Desperate Measures,2022,5,Action
tt19754376,Short,Idle Speed,2022,,Action
tt19754314,Short,Prophet,2022,4,Action
tt19770404,Short,Guy Cool 4: The Final Fork,2022,2,Action
tt19770458,Short,Bhau - The Journey of Life,2022,4,Action
tt19757764,Short,The Devil's Daughters,2022,,Action
tt19781368,Short,Retribution's Child,2022,none,Action
