id_imdb,score_imdb,score_rt,director_imdb,screenwriters_imdb,plot_rt,duration_imdb,title_imdb
tt31228225,none,none,Josiah David Warren,Sun Hui East,"In 1970s Spain, a boy (Alberto Amarilla) who wants to be a poet falls for an aspiring ballerina (María Ruiz).",none,Summer Rain
tt31214706,none,none,Deborah Oluwatobi Ahmed,Victoria Brown Owoseni,A woman (Anna Lise Phillips) awakens from a coma with no memory of her past. As she slowly learns disturbing truths about herself she realizes that she must wage a battle for her own redemption.,75,Her Dark Past
tt31228642,"8,7",none,none,none,Satta and Seero's enduring love faces many obstacles. Their journey depicts the resilience of true passion as they strive to be together.,155,Shayar
tt31229670,none,none,Andrea Párraga,Celia Caballero,none,none,"¡Ay, Dios!"
tt31240702,"6,0",none,Bobby Bonifacio Jr.,Juvy Galamiton,none,105,Salitan
tt31240724,"6,7",none,Lawrence Fajardo,Lawrence Fajardo,"Laura accepts a role in a play as an act of rebellion against her mother. To help her show her emotions on stage, the play's director pushes her to bring out her vulnerability and anger.",126,Kabit
tt31240758,none,none,Cristian Comeaga,Bogdan Ficeac,none,72,La Snagov
tt31240898,"7,1",none,Black Deniro,Black Deniro,none,90,What's Done After Dark
tt31241292,none,none,Caden Rodems-Boyd,Caden Rodems-Boyd,none,100,What's Left of Home
tt31241942,none,none,R. Azizan,Jayanandagobee Arumugam,"Ralph, a cemetery worker, must take care of a young girl for three days without anyone finding out.",none,Hibiscus
tt31248110,none,none,none,none,none,,
tt31242404,none,none,Souvik Dey,Ranti Deb Das,none,110,Corcot
tt31250216,"3,7",none,Bobby Prasetyo,Bobby Prasetyo,none,81,Tanduk Setan
tt31250966,"7,3",none,none,none,none,137,Oti Uttam
tt31251978,"9,1",Mario Farkas,Alisa Roteliuc,78,Asymptomatic,,
tt31260045,none,none,Naeem Tahir,Naeem Tahir,none,14,Naiki ka Badla
tt31250833,"8,3",none,Faozan Rizal,Oka Aurora,none,99,Lafran
tt31250544,none,none,Hemlal Chaturvedi,Rajesh Bonik,none,none,Dangal the biranpur files
tt31261598,none,none,Jenni Luhta,Jenni Luhta,,94,Moses
tt31261780,"7,3",none,Kajal Arefin Ome,Bishawjit Chowdhury,none,29,Dukkhito
tt31261792,none,none,Qeiyona Ne'cole,Jimmy Dasaint,none,none,A Body to Kill for 2
tt31262329,"9,0",none,none,none,none,144,Bigul
tt31262833,none,none,Stan Freeman,Stan Freeman,"A look at what the world of international street performing busker is like. These people chose this path to make a living, despite the challenges they have to face.",100,The Pitch
tt31262851,none,none,Morteza Atashzamzam,Morteza Atashzamzam,none,none,Dorooghhaye Ziba
tt31262895,"7,6",none,LR Sohel,Khairul Basar,none,54,Tomari Sathe
tt31272132,none,none,Axel Monsú,Sergio Acosta,none,none,Por tu bien
tt31272443,"9,1",none,Kottachi,Kottachi Annamahan,none,none,Kazhu Maram
tt31277063,none,none,K.R. Devmani,K.R. Devmani,,126,Natak
tt31290027,none,none,Franklin Livingston,Chris Preyor,none,102,Abrogation
tt31262686,none,none,Merlin Tafou,Merlin Tafou,"The narrative unfolds, exposing a tale of betrayal, revenge and the collateral of unchecked desires.",74,Inkohliso
tt31307480,"7,1",Kôsai Sekine,Kôsai Sekine,128,Kakushigoto,,
tt31307905,"7,1",none,Vicky Zahed,Bishawjit Chowdhury,none,28,Extra
tt31308226,"6,1",none,Giasuddin Selim,Bishawjit Chowdhury,none,35,Gaiyan
tt31308168,"7,2",none,Mizanur Rahman Aryan,Mizanur Rahman Aryan,none,29,Booking (Love Stories)
tt31308441,none,none,Ainun Ridho,Haikal Damara,none,120,Kartolo Numpak Terang Bulan
tt31308562,"2,7",none,Kudret Sabanci,Engin Elgün,none,101,Son Sarki: Ahmet'in Türküsü
tt31314097,none,none,Philip Neuer,Max Reiners,none,none,Einmal
tt31314199,none,none,none,none,none,none,Zeenat
tt31314573,"3,2",none,Vel Wishvaa,Vel Wishvaa,none,141,Ettum Varai Ettu
tt31314288,none,none,Martín Gamaler,Alejandro Encinas,The power of love and the mind bends a man's reality when he is stressed.,86,Entremedio
tt31315820,"6,1",none,Gooc-jin Ahn,Gooc-jin Ahn,"Journalist Im Sang-jin investigates reports of online public opinion manipulation, and is confronted with an unbelievable truth.",109,Troll Factory
tt31315857,"6,5",none,Nicolás Gil Lavedra,Gustavo Gersberg,,97,Como el mar
tt31317713,none,none,Celia Giraldo,Bianca Franceza,none,82,Un lugar común
tt31321837,none,none,Kiki Nuriswan,Boni Faisal,none,111,Dua Surga Dalam Cintaku
tt31323112,none,none,Simon Brocard,Simon Brocard,none,116,Paradoxe
tt31381347,none,none,Alexander Tuschinski,Alexander Tuschinski,none,128,Cutting Squares
tt31381579,none,none,none,none,none,none,Bhabhi Ki Barat
tt31381727,"6,4",none,Cruz S.,Cruz S.,none,0,Applepictures the Poseidon Legacy
tt31382219,none,21,Mathew Nabwiso,Louis Muhereza,"John ""Breacher"" Wharton (Arnold Schwarzenegger) leads an elite DEA task force. Its latest mission is a high-stakes raid on a safe house owned by one of the world's deadliest drug cartels. Wharton and his team (Sam Worthington, Terrence Howard, Joe Manganiello) complete the mission successfully but secretly steal $10 million for themselves. They think their work is done -- until, one-by-one, the commandos are mysteriously killed. As the body count rises, everyone becomes a suspect.",none,Sabotage
tt31383043,none,none,Yakoub Hussein Mugemule,Akee Josh Omubanda,none,none,The Bogging Probity
tt30843114,none,none,James Williams,Liz Chiodo,none,none,Waiting for Death
tt30843302,none,none,Eric Becerra,David Saavedra,none,none,The Shadow of Yesterday
tt30843280,none,none,Leo Nagaoka,Leo Nagaoka,"Michael and Jackie record their romance from meeting through marriage. As family tensions ignite, the camera sees a much different story.",4,Something Blue
tt30844414,none,none,Jottum Kok,Rosalie van de Biezen,none,20,Morgen doen we het beter
tt30848773,none,none,Hamid Ghodrati,Hamid Ghodrati,"Reuniting the director, writer and stars of Forrest Gump, Here is an original film about multiple families and a special place they inhabit. The story travels through generations, capturing the most relatable of human experiences. Zemeckis (Forrest Gump, Castaway, Who Framed Roger Rabbit, Contact, Back to the Future) directs from a screenplay by Eric Roth (Forrest Gump, Killers of the Flower Moon, Dune, A Star is Born) and him. Told much in the style of the acclaimed graphic novel by Richard McGuire on which it is based, Tom Hanks and Robin Wright star in a tale of love, loss, laughter and life, all of which happen right Here.",13,Here
tt30849963,none,none,Christopher Goodenough,Christopher Goodenough,Two men avenge a woman's death.,none,Beaten
tt30849969,none,none,Lottie Graham,Lottie Graham,none,18,Latcho Drom: Good Road
tt30850060,none,none,Bobby Crerar,Bobby Crerar,none,19,The Sitcom.
tt30850839,none,none,Antonio Bolandi,Antonio Bolandi,none,14,Azul
tt30850928,none,none,Aya Bogod,Tracey Beltrano,none,none,Anything Helps
tt30851129,"9,0",none,Ark Aadil,Ark Aadil,none,30,Moh Maya
tt30851192,none,none,Sam Gale,Sam Gale,none,5,As I Descend Softly
tt30852253,none,none,Ryan Dellaquila,Ryan Dellaquila,none,9,An Old English Yarn
tt30853193,none,none,none,none,none,none,Dysfunction
tt30869185,none,50,James Nanney Jr.,James Nanney Jr.,A former member of the Ku Klux Klan learns tolerance through love and faith when he's taken in by an African American reverend.,none,Burden
tt30869218,none,Alexis Chavarria,Alexis Chavarria,none,Yan,,
tt30869499,none,Cameron Andrews,Grey Gurell,10,Wilted,,
tt30869976,none,none,Lucas Bugeja,Matthew Bugeja,Four women embark on different paths to healing after a devastating betrayal by a pivotal figure in each of their lives. June's success as a motivational speaker masks her inner turmoil. Their lives intersect as they try to overcome their demons.,9,Thereafter
tt30870004,none,none,Ruggero Dalla Santa,Ruggero Dalla Santa,none,none,Serina Allam Showreel
tt30870216,none,none,none,none,none,15,When the Trees Come
tt30870453,none,none,Max Rideout,Taylan Nightingale,none,none,Static Eternity
tt30870550,none,84,Indigo Parer,Josh Massarotti,An idealistic FBI agent (Daniel Radcliffe) goes under cover to infiltrate a white supremacist group that's plotting an act of terror.,none,Imperium
tt30872418,none,none,Antoine Blanche,Antoine Blanche,none,none,Elle est radieuse
tt30872821,none,none,none,none,none,none,DAAL
tt30874065,none,none,Rock White,Derek Massey,none,4,Deprogram
tt30874073,none,none,none,none,none,14,Morje med nama
tt30874391,none,none,Courtney Hope Thérond,Johnny Giacalone,none,11,"Gillian, Faithfully"
tt30874718,none,none,Samuel Hendrian,Jim Barkley,none,9,"What's Up, Rudy?"
tt30874750,none,none,Parker Hyatt,Parker Hyatt,none,none,River Date
tt30876504,none,none,Muthuraman Supramaniyan,Muthuraman Supramaniyan,none,none,Penmai
tt30877138,none,none,Charles Grammare,Charles Grammare,none,12,Des vagues
tt30877656,none,none,Dominic Hronek-Perez,Dominic Hronek-Perez,none,38,Temptation
tt30877917,"6,4",none,Wenqian Zhang,Yue Huang,none,24,Re tian wu hou
tt30877927,none,none,Francesca Stangoni,Francesca Stangoni,none,none,Sherazade
tt30877925,"7,2",none,Shuli Huang,Shuli Huang,none,13,Jing Guo
tt30877936,none,none,Yihan Lin,Yihan Lin,none,20,Shi ri fang gu
tt30880218,none,none,none,none,none,none,Bill & Nancy: The Story Before Oliver Twist
tt30883780,none,none,none,none,none,13,Turtle Dove
tt30886647,none,none,Francesca Stangoni,Fioravante Capaccio,none,12,Sherazade
tt30887071,none,none,Avai d'Amico,Dave Gramling,"Every summer, working-class families enjoy waterfront living in a scrappy trailer park off the coast of Virginia. When the relentless march of capitalism threatens their shabby Shangri-La, the denizens of Inlet View face the inevitable, and reveal the secrets to a rich life.",none,Happy Campers
tt30887199,"6,6",none,Selin Oksuzoglu,Serhat Sahin,none,24,Adieu Tortue
tt30887276,"7,9",none,Francisco Lezama,Francisco Lezama,none,22,Un movimiento extraño
tt30887642,"6,6",none,Reangsei Phos,Ryan Kim,none,17,All Bark Never Bite
tt30887783,none,72,none,none,A woman and her family travel to Africa to meet a scientist who lives with wild animals.,none,Roar
tt30888001,none,none,Eva Könnemann,Eva Könnemann,none,23,That's All From Me
tt30888318,none,none,none,none,none,8,In the Trees
tt30888331,none,none,Maya Daughtry,Maya Daughtry,A woman is stalked by a monstrous clown who seems to know her every move.,none,Do You See Me
tt30888347,none,none,Noah F. Madril,Gloria Goldman,none,14,Will You Hold My Hand
tt30888829,none,none,Ashby Relo,Ashby Relo,none,9,J. Doe
tt30888867,none,none,Pierre Lucariello,Curt E. Newell,none,none,Film Cut Productions: Director's Cut
