id_imdb,score_imdb,score_rt,director_imdb,screenriters_imdb,plot_rt,duration_imdb,title_imdb
tt32765408,none,none,none,none,none,0,The Bottom Line
tt32769006,none,none,Cameron Martin,Cílan Barrett,none,95,Pikmin Destruction
tt32799496,none,none,Uche Chukwu,Uche Chukwu,A woman has a foreboding dream.,none,Wrong Number
tt32809227,none,none,Yôsuke Kabashima,Tatsuto Higuchi,none,none,Fûto Tantei: Kamen Rider Skull no Shôzô
tt32813052,none,none,Bhaskar Jyoti Goswami,Bhaskar Jyoti Goswami,none,none,Yuddha - The warrior of life
tt32820492,none,none,Pond Lake,Pond Lake,none,none,The Carvzear
tt32820897,none,none,none,none,none,none,Demon Slayer: Kimetsu no Yaiba Infinity Castle
tt32827720,none,none,Hanu Kotla,Dharani Priya,none,180,Deal - Telugu
tt32828584,none,none,João Bruno,João Bruno,none,122,Best Cop Ever
tt32844548,none,none,Fred Amata,Sunday Aaron,none,none,Voltage
tt32862849,none,none,Nick Revels,Nick Revels,none,127,Slide or Die the Movie
tt32862918,"7,2",none,Chenggang Gao,Lingxi Kang,none,none,Tales of the Blood Moon
tt0439572,"6,7",63,none,none,"Worlds collide in ""The Flash"" when Barry uses his superpowers to travel back in time in order to change the events of the past. But when his attempt to save his family inadvertently alters the future, Barry becomes trapped in a reality in which General Zod has returned, threatening annihilation, and there are no Super Heroes to turn to. That is, unless Barry can coax a very different Batman out of retirement and rescue an imprisoned Kryptonian... albeit not the one he's looking for. Ultimately, to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",0,Flash
tt10151854,"5,9",49,none,none,"From New Line Cinema comes ""Shazam! Fury of the Gods,"" which continues the story of teenage Billy Batson who, upon reciting the magic word ""SHAZAM!,"" is transformed into his adult Super Hero alter ego, Shazam.",0,¡Shazam! La furia de los dioses
tt10366206,"7,7",none,none,none,none,0,John Wick 4
tt10364034,"6,1",none,none,none,none,0,Prodigiosa: Las aventuras de Ladybug - La película
tt10471692,none,33,none,none,"In a post apocalyptic world with its own rules, Tisha, an assassin and organ dealer with a dark past, seeks revenge for a crime that marked her life.",84,Scavenger
tt10545296,"6,7",64,none,none,"Experience the story of THE HUNGER GAMES -- 64 years before Katniss Everdeen volunteered as tribute, and decades before Coriolanus Snow became the tyrannical President of Panem. THE HUNGER GAMES: THE BALLAD OF SONGBIRDS & SNAKES follows a young Coriolanus (Tom Blyth) who is the last hope for his failing lineage, the once-proud Snow family that has fallen from grace in a post-war Capitol. With his livelihood threatened, Snow is reluctantly assigned to mentor Lucy Gray Baird (Rachel Zegler), a tribute from the impoverished District 12. But after Lucy Gray's charm captivates the audience of Panem, Snow sees an opportunity to shift their fates. With everything he has worked for hanging in the balance, Snow unites with Lucy Gray to turn the odds in their favor. Battling his instincts for both good and evil, Snow sets out on a race against time to survive and reveal if he will ultimately become a songbird or a snake.",0,Los juegos del hambre: Balada de pájaros cantores y serpientes
tt10676048,"5,5",62,none,none,"Carol Danvers aka Captain Marvel has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan, Kamala Khan aka Ms. Marvel, and Carol's estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team-up and learn to work in concert to save the universe as ""The Marvels.""",0,The Marvels
tt10954600,"6,1",46,none,none,"Super-Hero partners Scott Lang (Paul Rudd) and Hope van Dyne (Evangeline Lilly) return to continue their adventures as Ant-Man and the Wasp. Together, with Hope's parents Janet van Dyne (Michelle Pfeiffer) and Hank Pym (Michael Douglas), and Scott's daughter Cassie Lang (Kathryn Newton), the family finds themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",0,Ant-Man y la Avispa: Quantumanía
tt10955900,none,none,none,none,none,none,none
tt11230362,none,none,Charles Burnett,Gustav Nuuyoma,none,90,Dark City: Interval_575
tt11274492,"5,4",21,none,none,"Owen Browning (Adam Devine) is a straight-laced bank manager about to marry the love of his life, Parker (Nina Dobrev). When his bank is held up by the infamous Ghost Bandits during his wedding week, he believes his future in-laws (Pierce Brosnan, Ellen Barkin) who just arrived in town, are the infamous Out-Laws.",0,Unos suegros de armas tomar
tt11601444,none,none,none,none,none,none,Extraordinary Sacrifice
tt11705740,none,none,none,none,none,none,none
tt11872772,none,none,none,none,none,none,none
tt11972054,none,none,George Easley,Prince George,none,0,Bugsy the Becoming
tt11998558,"6,0",none,none,none,none,0,Varisu
tt12261776,"5,4",none,none,none,none,0,65
tt12263384,"7,0",none,none,none,none,0,Tyler Rake 2
tt12283024,none,none,none,none,none,none,none
tt12422694,none,none,none,none,"Undercover cop, Detective Henderson, is tasked with taking down notorious drug kingpin, The Plug.",75,Getting to the Plug
tt12672620,"6,4",none,none,none,none,0,Los tres mosqueteros: Milady
