id_imdb,score_imdb,score_rt,director_imdb,screenriters_imdb,plot_rt,duration_imdb,title_imdb
tt12672536,"6,7",none,none,none,none,0,Los tres mosqueteros: D'Artagnan
tt12902374,none,38,none,none,A troubled divorcee (Rachelle Lefevre) becomes the object of a terrifying revenge when she tries to put an end to a series of mysterious phone calls.,none,none
tt12915716,"2,7",7,none,none,"Adipurush is a screen adaptation of the Indian epic, Ramayana, which revolves around the triumph of good over evil. Raghav, the prince of the Ikshvaku dynasty from Kosala, has been serving a 14-year exile in the wilderness, along with his wife, Janaki, and younger brother, Shesh. In the forests of Panchvati, near the river Godavari, where they are living their new life, a demoness, Shurpankha, tries to seduce the brothers and attempts to take Janaki's life, but after a failed attempt, the demoness ends up losing her ears and nose. Upon hearing of his sister's humiliation, the Demon King Lankesh abducts Janaki to take revenge. Raghav and Shesh set out to free Janaki with the help of the Monkey King Sugriv, his aide, Bajarang, and their monkey army. With the help of the Sea God, they are able to create a bridge across the sea. Raghav and his army now successfully cross the ocean to reach the shores of Lanka, where an epic battle follows between the armies. The Demon Lord is finally killed by Raghav, and Janaki is free.",179,Adipurush
tt7985704,"6,3",none,none,none,none,0,Operacion Fortune: El gran engaño
tt13130948,"4,5",none,none,none,"A wealthy DIG of Police is approached by a poor freedom fighter, who would like his daughter to get married to the DIG's son.",142,Shehzada
tt13131232,"7,0",25,none,none,"Set in the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan.",0,Mission Majnu
tt13131610,"3,3",none,none,none,A vengeful man hunts down the thugs who harmed his sister.,0,Bholaa Shankar
tt13186618,none,none,Gene Timothy,Gene Timothy,A seismologist discovers a sinister cause behind a series of strange earthquakes that threaten to destroy California.,none,Ground Zero
tt13614388,"4,9",56,none,none,"Doc facilitates a fragile truce between the governor and the cartel, trading prosecutorial leniency for finance. However, with no more truce, Doc is left to fend for himself and protect the one untainted thing in his life: his daughter, Little Dixie.",0,Little Dixie
tt13640794,"6,4",none,none,none,"Things start going well for a woman selling guns until Shanice's boyfriend, Marquis, finds out the truth. Marquis and his cousin Berg then decide they are going to steal the guns from the woman and set up their own operation.",93,Choppa City Queens
tt13681698,none,none,none,none,none,none,none
tt13751694,"6,2",30,none,none,"This is the story of a son whose love for his father knows no bounds. As their bond begins to fracture, a chain of extraordinary events unfolds, causing the son to undergo a remarkable transformation consumed by a thirst for vengeance.",0,Animal
tt5433140,"5,7",none,none,none,none,0,Fast & Furious X
tt13808564,none,none,JJ Stomp,Aki Aleong,none,none,The Assassin Unleashed
tt13904644,"3,1",none,none,none,none,120,Spider-Man: Lotus
tt14232442,"6,8",none,Tomas Masin,Marek Epstein,none,135,Bratri
tt14379088,"6,1",89,none,none,"Hongo Takeshi awakens to discover he has been transformed into a grasshopper-hybrid cyborg. Becoming the Masked Rider, he must fight the mysterious evil organization SHOCKER to protect all of mankind. ""SHIN KAMEN RIDER"" is Anno Hideaki's ode to the legendary Tokusatsu franchise, Japan's biggest hero, and his dearest childhood icon. Go! Go! Let's go!",0,Shin Kamen Raidâ
tt26254894,none,none,Matthew Arnashus,Matthew Arnashus,An amnesiac realizes he is the world's deadliest sleeper agent when he is targeted for termination.,none,Dealing Death
tt26257372,none,none,Danny Shepherd,Ian Volner,none,none,Genshin Impact: Sumeru Showdown
tt26341389,none,none,Scottio Arnold,Scottio Arnold,none,1,Lead by Example- D Fortune
tt26345868,"7,7",none,Luca Luongo,Maurice Leblanc,A young man takes over his family's trapping business.,34,Snowblind
tt26350757,none,none,Muslim,Muslim,none,none,Gangs of LarkanaPur
tt26353328,"4,6",none,Neo Damberg,Neo Damberg,none,1,Epic dinosaur and Batman fight
tt26424088,none,none,Abison Yumnam,none,none,none,One One Three
tt26432356,none,none,none,none,none,none,none
tt26439701,none,none,Oscar Wolfgang,Ian Boyd,none,none,Spine
tt26441879,none,none,none,none,none,30,Craig: The New Path
tt26448876,"10,0",none,Nathan Bell,Nathan Bell,none,none,At the edge of today
tt26453383,none,Gábor Könczöl,Gábor Könczöl,none,Gazfickók,,
tt26457659,none,none,Lenny Vitulli,Lenny Vitulli,none,none,Exmortus Mind of Metal
tt26459167,none,none,Ganiyu Amusan,Ganiyu Amusan,none,27,Offenders
tt26537239,none,none,Tal Somech,Tal Somech,none,none,Emily's Mountain
tt26537440,none,none,Patrik Seno,Patrik Seno,none,none,Target: The fall of phantom
tt26548980,none,none,André Joseph,Michael Schiavo,none,14,G.I. Joe: The Fall of Cobra
tt26591235,none,Alex Aymard,Alex Aymard,2,-13°C,,
tt26593606,none,none,Henry Hobson,Darren Beresford,none,none,Live from PS5
tt26654413,none,none,Enzo Trenson,Claire Butard,none,none,Liason secrète
tt26655820,"9,1",none,Matthew Price,Matthew Price,none,25,Taekwondo: The Champions
tt26658921,none,27,Andronica Marquis,Daniel Ray Abraham,"Neil is a high-level private drone contractor who spends his workdays flying covert missions then returns to a family life of suburban mediocrity. Not even Neil's wife or his son know about his secret life. But Neil's juggling act of husband, father and armchair warrior comes to a crashing halt when a whistle-blowing site exposes him to a deadly threat. Believing Neil is responsible for the deaths of his wife and child, an enigmatic Pakistani businessman tracks him down.",13,Drone
tt26685380,"10,0",none,Yale Sky,Yale Sky,none,1,Crime Pays
tt26697266,none,none,none,none,none,none,K.I.T
tt26731051,none,none,Jack Campise,JP Stanley,Two American entrepreneurs must face a Russian mobster's vengeance after they cut him out of a business deal.,none,American Dream
tt26732370,none,none,none,none,The wife (Sarah Wynter) of a prison warden (Eric Breker) learns about the ulterior motives of her kidnapper (Andrew W. Walker).,none,Abducted
tt26732808,"6,7",none,Alex Cohen,Alex Cohen,none,15,Crack Shot
tt26736605,none,none,none,none,none,5,Bubby's Nemesis
tt26736939,none,none,Gruffudd Ab Owain,Finn Llywelyn Kelly,none,none,Sacré Bleu
tt26742543,none,none,Graham Holliday,Graham Holliday,none,6,Red Phantom
tt26742609,none,none,Patricio Mosse,Patricio Mosse,none,none,Warsaw
tt26738839,none,91,Cosimo Nando,Cosimo Nando,"Inspired by the life of Benito Mussolini's first wife, Ida Dalser (Giovanna Mezzogiorno), the film tells the story of tragic love amidst the tides of war. Ida, taken by the young and unemployed Benito (Filippo Timi), marries him and soon has his child. The two are separated at the outbreak of World War I, and Benito remarries. When Ida finds out, she tries to assert her place in his life, but the fascists are less than willing to tarnish the image of the man who is now a dictator.",6,Vincere
tt26749149,none,none,Justin Cho,Justin Cho,none,19,Payphone
tt26750382,none,none,Tobiasz Walkiewicz,Tobiasz Walkiewicz,none,5,Sztuka mijania
tt26756173,none,none,Jacob K. Ebbesen,Jacob K. Ebbesen,none,17,Silverclaw
tt26767867,none,none,none,none,none,none,Fresh Out
tt26771286,none,77,Jared Draney,Jared Draney,"Paralyzed by fear from shocking visions, a woman's torment worsens as she discovers her waking dreams are terrifying realities.",12,Malignant
tt26770704,"6,6",none,Neill Blomkamp,Raresh DiMofte,none,7,Vincent - Off the Grid Cinema
tt26772542,none,none,Kishor Kayastha,Niti Shah,none,none,Power Liquid Liner Reizvoll Cosmetics
tt26775841,none,none,Mpolypragmon,Mpolypragmon,none,5,"Crouching Party, Drunken Cleric"
tt26786496,none,32,Lauren Alice,Curtis J Brown,"A bodyguard (Jason Statham) goes after the sadistic thug who beat his friend, only to find that the object of his wrath is the son of a powerful mob boss.",9,Wild Card
tt26787235,none,none,Brandon Morgan,Brandon Morgan,none,7,Duel of the Fallen
tt26796297,none,none,none,none,none,2,Raiders of the Lost Dagger
tt26834853,none,none,Arash Shabany,Arash Shabany,none,none,Troops in Contact
tt26895227,none,Moritz Sacher,Mackenzie Criswell,1,Feindseligkeit,,
tt26908381,none,none,Philippe Cornette,Philippe Cornette,none,none,Putain d'amendement
tt26910925,none,none,Peter Hervol,Peter Hervol,none,none,Punisher: Blood Debt(Fan Film)
tt26915305,none,none,Tommaso Gorani,Tommaso Gorani,none,7,Una storia d'azione italiana
tt26920738,none,none,Bryson Sams,Scotty Demorest,none,5,Jaxon Cross
tt26934979,none,none,none,none,none,none,Supervised
