actor_name,birth_year,known_for,actor_role,actor_awards
Zöe Millán,0,"La promesa, El Hogar",Reparto,0
Santiago Segura,1965,"Hellboy, Pacific Rim","Reparto,  Guion,  Producción","Cinema Writers Circle Awards, Spain, Fantasia Film Festival"
Toni Acosta,1972,"Señoras del, 7 minutos","Reparto,  Banda sonora","Fotogramas de Plata, Málaga Spanish Film Festival"
Martina Valeria de Antioquía,0,"Amor superdotado, Padre no hay más que uno 4: Campanas de boda",Reparto,0
Calma Segura,0,"Padre no hay más que uno 4: Campanas de boda, Padre no hay más que uno",Reparto,0
Luna Fulgencio,2011,"Nasdrovia, Control Room","Reparto,  Banda sonora",0
Olivia Luccardi,1989,"Money Monster, Person to Person","Reparto,  Producción",0
James Cusati-Moyer,0,"Maestro, Oscura verdad",Reparto,0
Antonio De Matteo,0,"Los Médici: Señores de Florencia, Leonardo",Reparto,0
Romina D'Ugo,0,"12 monos, So You Think You Can Dance Canada","Reparto,  Equipos adicionales,  Banda sonora",Gemini Awards
Pia Engleberth,0,"Un giorno devi andare, The Broken Key",Reparto,"Recife Cine PE Audiovisual Festival, Golden Ciak Awards"
Kody Bean,0,"Beware of Paul Pry, # 1 Fan","Reparto,  Podcastero,  Guion",0
Briana Symone',0,"Celebrity Fever, Money Calling Chapter Three",Reparto,0
Patrick Greene,0,"Legend of Paul Pry, The 31","Reparto,  Dirección de fotografía y cámara,  Cámara y electricidad",0
LaNita Johnson,0,"To Her, with Love, Always & Forever","Reparto,  Dirección de fotografía y cámara,  Dirección",0
Keith Lakean Powell,0,"Stay Woke 2 Holý Disciples, Stay Woke","Producción,  Dirección,  Reparto",0
Alexandra Bacaoanu,0,"2020, Northern Man: How to Make a Movie",Reparto,0
Cezar Curteanu,0,"Backwards Forward Forever, The Pact","Arte,  Reparto,  Diseño de producción",0
Silviu Geamanu,0,"El reino secreto, Despre alte mame","Reparto,  Guion",0
Adrian Ionescu,0,Tag,Reparto,0
Puiu Mircea Lascus,0,"The Pact, The Doorman",Reparto,SoHo International Film Festival
Ahmet Kural,1982,"Dügün Dernek 2: Sünnet, Isler Gucler","Reparto,  Música,  Banda sonora","Sadri Alisik Theatre and Cinema Awards, Pantene Golden Butterfly Awards"
Cengiz Bozkurt,1965,"Pek Yakinda, Leyla and Mecnun","Reparto,  Dirección de casting,  Banda sonora","Antalya Golden Orange Film Festival, Sadri Alisik Theatre and Cinema Awards"
Cemile Canyurt,0,"Organize Isler 2: Sazan Sarmali, OVNI","Reparto,  Guion",Pantene Golden Butterfly Awards
Sinasi Yurtsever,1973,"Kardes Payi, Vavien","Reparto,  Guion",0
Ayhan Tas,0,"Bir Baba Hindu, Gider Ayak",Reparto,0
Brian Pinkus,0,"Senses, Triad Power","Reparto,  Dirección,  Guion","Madrid International Film Festival, ES, Barcelona International Film Festival"
Birrer Kevin,0,0,"Reparto,  Guion,  Producción",0
Gabriel Gambetta,0,0,"Reparto,  Producción,  Dirección",0
Monica Moreo,0,0,Reparto,0
Yessie Rose,0,0,Reparto,0
HadifYTMalaysia,0,"MRN Roblox News Tonight, Roblox: The Original","Dirección,  Reparto,  Guion",0
MalaysianGuest,0,0,Reparto,0
Kevin James,1965,"Superpoli en Las Vegas, El rey de Queens","Reparto,  Producción,  Guion","Primetime Emmy Awards, ""Peoples Choice Awards, USA"""
Justice Smith,1995,"Jurassic World: El reino caído, Pokémon: Detective Pikachu","Reparto,  Banda sonora","Razzie Awards, The Queerties"
Zachary Barton,0,"All the Way, Colin en blanco y negro","Reparto,  Guion",0
Anthony Coons,1995,"Hollywood, American Horror Story","Reparto,  Equipos adicionales",0
Robbie Troy,0,"Por qué matan las mujeres, American Housewife",Reparto,0
Gillian Vigman,1972,"Resacón en Las Vegas, Vaya resaca","Reparto,  Guion,  Producción","FilmQuest, GenreBlast Film Festival"
Justice Smith,1995,"Jurassic World: El reino caído, Pokémon: Detective Pikachu","Reparto,  Banda sonora","Razzie Awards, The Queerties"
Zachary Barton,0,"All the Way, Colin en blanco y negro","Reparto,  Guion",0
Anthony Coons,1995,"Hollywood, American Horror Story","Reparto,  Equipos adicionales",0
Robbie Troy,0,"Por qué matan las mujeres, American Housewife",Reparto,0
Gillian Vigman,1972,"Resacón en Las Vegas, Vaya resaca","Reparto,  Guion,  Producción","FilmQuest, GenreBlast Film Festival"
Ismail Alhassan,0,"Yesterday After Tomorrow, Alkhallat+","Reparto,  Producción",0
Ahmed Saddam,0,"Yesterday After Tomorrow, Nour Shams",Reparto,0
Naif Aldaferi,0,"Rashash, Running Dry","Reparto,  Producción",0
Summer Shesha,0,"Jameel Jeddan, Exit 5","Reparto,  Guion",0
Lana Komsany,0,0,Reparto,0
Ferit Aktug,1978,"Ah Nerede, Pilav Üstü Ask",Reparto,"Sadri Alisik Theatre and Cinema Awards, Pantene Golden Butterfly Awards"
Bihter Dinçel,0,"Kertenkele, Hareket Sekiz",Reparto,0
Muharrem Türkseven,0,"Verdad oculta, Hiç",Reparto,0
Ruhi Sari,0,"Sen de Gitme, Hiçbiryerde","Reparto,  Música,  Banda sonora","Ankara International Film Festival, MUFF Malatya International Film Festival"
Alper Baytekin,0,"Matrimonio por sorpresa, Seven Ne Yapmaz",Reparto,0
Bil Arscott,0,"Body Parts, La Nación de la Innovación de Henry Ford","Cámara y electricidad,  Dirección de fotografía y cámara,  Reparto",0
Kay Bay,0,"Hollywood Deadbeat, Tabloid","Arte,  Reparto,  Producción",0
Anjanette Clewis,0,"Jack vs Lanterns, Strix",Reparto,0
Glen Coburn,0,"Hollywood Deadbeat, Brain Tumor","Reparto,  Dirección,  Guion",0
Scott Cox,0,0,Reparto,0
Ebrar Alya Demirbilek,0,"Meleklerin Aski, Zevcat",Reparto,Pantene Golden Butterfly Awards
Dogu Demirkol,1988,"Ölümlü Dünya, Dogu","Reparto,  Guion,  Dirección","Turkish Film Critics Association (SIYAD) Awards, Pantene Golden Butterfly Awards"
Ömür Gedik,0,"Arka Sokaklar, Keloglan","Reparto,  Dirección,  Guion",0
Tolga Ilik,0,Yasam Koçu,Reparto,0
Hakan Meriçliler,0,"Bir Dügün Masali, Hayalet: 3 Yasam","Reparto,  Guion","Sadri Alisik Theatre and Cinema Awards, Kemal Sunal Culture and Art Award"
Muni Myatari,0,0,Reparto,0
Ajith Mohan,0,0,Reparto,0
Rohit Narsimha,0,0,Reparto,0
Raju Shivaratri,0,Double Engine,Reparto,0
Viswender Reddy,0,"Vakeel Saab, Pachchis",Reparto,0
Elizabeth A. Coats,0,0,"Reparto,  Guion,  Producción",0
Pablo Coats,0,0,"Reparto,  Guion,  Producción",0
Ssemwanga Hisham-Khan,0,"Abasajja Butwa, Obwakabaka Bwa Senene","Reparto,  Cámara y electricidad",0
Gloria Nambozo,0,"Namuddu, Guest Wife",Reparto,0
Ibrahim Ssemyalo,0,"My Love from Another Land, The Kitara Chronicles","Reparto,  Cámara y electricidad,  Sonido",0
Jennifer Lopez,1969,"Jefa por accidente, Out of sight","Music Artist,  Producción,  Reparto","Academy of Science Fiction, Fantasy & Horror Films, USA, ALMA Awards"
Ben Affleck,1972,"Perdida, The Town: Ciudad de ladrones","Producción,  Reparto,  Guion","Academy Awards, USA, Academy of Science Fiction, Fantasy & Horror Films, USA"
Idaliz Cristian,0,"Breaking Brooklyn, Star-Crossed: The Film",Reparto,0
Fat Joe,1970,"Nacer para morir, Dos policías rebeldes II","Reparto,  Composición,  Producción","Grammy Awards, Teen Choice Awards"
Matthew Law,0,"A traición, The Oval","Reparto,  Dirección,  Producción",Pan African Film Festival
Mike Epps,1970,"Friday After Next, Resacón en Las Vegas","Reparto,  Producción,  Guion","Gotham Awards, Image Awards (NAACP)"
Toyin Abraham,0,"Hakkunde, Listening Ears","Reparto,  Producción,  Guion","African Movie Academy Awards, Africa Magic Viewers Choice Awards"
Adebowale Adedayo,0,"Késárí the King, Alter Boys",Reparto,0
Bimbo Ademoye,0,"Anikulapo, Shining Star","Reparto,  Guion,  Producción",African Movie Academy Awards
Uzor Arukwe,0,"GRIND, Wo.Men Are Scum",Reparto,0
Bolanle Ninalowo,0,"Almajiri, Akpe: Return of the Beast",Reparto,0
Glafira Tarkhanova,1983,"Gibel imperii, Khronika Ada",Reparto,APKIT Awards
Yuliya Takshina,0,"V ozhidanii chuda, Detective Anna II",Reparto,0
Artyom Tkachenko,0,"Indigo, Paren s Marsa",Reparto,"MTV Movie Awards, Russia"
Lyudmila Artemeva,1963,"Baryshnya-krestyanka, Yasnovidyashchaya",Reparto,Teletriumph
Sergey Nikonenko,1941,"Yolki-palki, Geroy nashego vremeni","Reparto,  Dirección,  Guion","Moscow International Film Festival, Nika Awards"
Giovanna Antonelli,1976,"Avassaladoras, Salve Jorge","Reparto,  Producción,  Banda sonora","Miami Brazilian Film Festival, INTE Awards"
Jonas Bloch,0,"Novo Mundo, Amarelo Manga","Reparto,  Producción","Cinema Brazil Grand Prize, Troféu Imprensa, Brazil"
Rayssa Bratillieri,0,"Apaixonada, Éramos Seis",Reparto,0
Natalia Dal Molin,0,"El elegido, Apaixonada",Reparto,0
Hugo Grativol,0,"Kali, Apaixonada",Reparto,0
Azhar Usman,0,"Ramy, Mo","Producción,  Guion,  Reparto",Peabody Awards
Karen Barredo,0,"Go Back Home!, Ask Me A Question",Reparto,0
Emma Cavell,0,"Kingsman: El círculo de oro, Yes! Recruitment","Reparto,  Efectos visuales,  Dirección de la segunda unidad o asistencia a dirección",0
Monika Chasi,0,"Clark, Right Move","Reparto,  Producción",0
Guglielmo Maria D'Avino,0,"Sounds Like A Great Project!, Il Cazzo Che Ti Pare","Reparto,  Música",Southern Shorts Awards
Carys G. Daroy,0,Ask Me A Question,Reparto,0
Maks Dakskobler,0,"Opazovanje, Gospod profesor",Reparto,0
Tine Ugrin,1999,"Gospod profesor, Ne pozabi dihati",Reparto,0
Robert Kladnik,0,0,"Reparto,  Producción",0
Jan Gerl Korenc,0,"Switched at Death, No Minorities: The Ballad of the Macedonian Diaspora",Reparto,0
Pia Skvarca,0,0,Reparto,0
Stephanie Hunt,1989,"Youngstown, Your Family or Mine","Reparto,  Guion,  Producción",0
Will Madden,0,"El lobo de Snow Hollow, Jethica","Reparto,  Guion",0
Frank Mosley,1983,"The Event, The Ghost Who Walks","Reparto,  Dirección,  Producción","Dallas Video Festival, Peabody Awards"
Alexi Pappas,1990,"Olympic Dreams, Not an Artist","Reparto,  Guion,  Producción","Los Angeles Film Festival, DaVinci Film Festival"
John S. Davies,0,"RoboCop, Este chico es un demonio","Reparto,  Banda sonora",0
Jean-Carl Boucher,0,"1981, Flashwood","Reparto,  Dirección,  Producción","Genie Awards, Jutra Awards"
Catherine De Seve,0,"El cuento de la criada, Bria Mack Gets a Life","Reparto,  Producción",Gémeaux Awards
Sandrine Bisson,1975,"1987, ""La peur de leau""",Reparto,"Gémeaux Awards, Jutra Awards"
Rose Adam,0,"1987, Noémie",Reparto,0
Izaac Wang,2007,"Chicos buenos, Dìdi",Reparto,Sundance Film Festival
Joan Chen,1961,"The Home Song Stories, En tierra peligrosa","Reparto,  Dirección,  Producción","Asian American International Film Festival, Film Critics Circle of Australia Awards"
Shirley Chen,0,"Krista, Wake Up",Reparto,"Sundance Film Festival, SXSW Film Festival"
Zhang Li Hua,0,"Nai Nai & Wài Pó, Good Morning America Weekend Edition",Reparto,0
Mahaela Park,0,0,Reparto,0
John Early,1988,"DC Liga de Supermascotas, Other People","Reparto,  Guion,  Producción","Primetime Emmy Awards, Gotham Awards"
Qaher Harhash,0,0,Reparto,0
Elizabeth Dement,0,"Baby Jones, Laura Gets a Cat","Reparto,  Dirección,  Guion",0
Theda Hammel,0,"My Trip to Spain, Rachel","Reparto,  Guion,  Dirección","Munich Film Festival, Sundance Film Festival"
Amy Zimmer,0,"The Feeling That the Time for Doing Something Has Passed, Inspector Ike","Reparto,  Guion",0
Tasha Ames,0,"Los originales, Bienvenidos a Chippendales","Música,  Reparto,  Dirección",0
Clayton Farris,1980,"All Rise, 9-1-1","Reparto,  Guion,  Producción",Top Shorts Film Festival
Ryleigh Gros,0,"The Missing Trophy, Community Service",Reparto,0
Beau Hart,2009,"Ámbar Dorado, Lansky",Reparto,0
Celeste Hart,0,"""Creating Us Semi-Annual Acting/Modeling Photo Shoot Events"", Creating U Acting and Fashion Birthday Parties","Producción,  Guion,  Reparto",0
Wyatt Parker,0,"La chica salvaje, Los secretos de Sulphur Springs",Reparto,"Conocido/a por, Más de esta persona"
Savannah Reina,0,0,Reparto,Young Entertainer Awards
Miatta Lebile,0,"I Think You Should Leave with Tim Robinson, Star Wars Jedi: Survivor","Reparto,  Producción",0
Rama Vallury,0,"Tooned In, ""X-Men 97""","Reparto,  Guion,  Sonido",0
David Futernick,0,0,"Reparto,  Equipos adicionales,  Producción",0
Michaela Obro-Ababio,0,0,Reparto,0
Javier Amann,0,"La vecina de al lado, Valenciana","Reparto,  Producción,  Dirección de producción",0
Javier Luna,0,"Violetta, God & Salsa","Reparto,  Guion,  Producción","Los Angeles Film Awards, Great Lakes Christian Film Festival"
Jake Daniel Lewis,0,"Esquirol, Cinemascomics: Entrevistas","Reparto,  Cámara y electricidad",0
Paula Jimena,0,"Céntrico, Cachitos","Reparto,  Arte,  Equipos adicionales",0
Andrés Huélamo,0,Esquirol,"Reparto,  Sonido",0
Paul Vennik,0,"""Witte Alis""",Reparto,0
Annemieke Somberg,0,0,Reparto,0
Lise Gerritsen,0,0,Reparto,0
Ramez Nourzada,0,"Brugklas, ""Witte Alis""",Reparto,0
Merle Tap,0,"Nevel, E M D R",Reparto,0
Brian Sutherland,1984,"Big Sky, Z Nation","Reparto,  Producción,  Guion",Wild Bunch Film Festival
Laura Welsh,0,"Escaping Freedom, The First Pitch","Reparto,  Producción,  Guion",AltFF Alternative Film Festival
James Luster,0,"""Im Sorry, I Know I Said I Wouldnt Do This Again"", The Librarians","Reparto,  Guion",0
Beth Moesche,0,"Cleptómanas, Tomorrow",Reparto,0
Carla Audebaud,0,"A questo punto, La cassette",Reparto,0
Marie Colomb,0,"Sunshine State of Mind, Rascal",Reparto,"Chicago International Film Festival, Cinema Writers Circle Awards, Spain"
Mickaël Etrillard,0,"Spare!, H24","Reparto,  Producción",0
Axel Granberger,0,"Las mariposas negras, Drone Games",Reparto,0
Joseph Jeavons,0,"The Big Pelvis, Wrists Tied","Dirección,  Reparto,  Guion","Best Shorts Competition, Houston Comedy Film Festival"
Morgan Moses,0,0,Reparto,0
Duy Hong Pham,0,0,Reparto,0
Jake Watson,0,"Death from Below, Questionable","Reparto,  Dirección de fotografía y cámara,  Edición",0
Alani Alston,0,0,Reparto,0
Diamond Gant,0,Wolf Love,Reparto,0
Dave Harden,0,0,Reparto,0
Zoryah Nomak,0,"A Naughty Christmess Story, How I Met My Wife... With A D*ck Pic","Reparto,  Dirección,  Guion",0
Rodoffrip,0,Wolf Love,"Dirección,  Reparto,  Guion",0
Peter Anastasiadis,0,"Dreams Deferred, The Recovery","Reparto,  Dirección,  Guion",0
Alexander Azar,0,0,Reparto,0
Matthew Brent,0,"The Red Suit, James of all Trades","Reparto,  Cámara y electricidad,  Sonido",0
LaShae Green,0,"Water Helps the Blood Run, The Life of Kofi",Reparto,0
Alana Hill,0,"A Train Ride Away, Gilly and Keeves","Reparto,  Producción,  Guion y continuidad",0
Verónica Alatriste,0,"Golpe de suerte, Un Dia Para Vivir",Reparto,0
Tavo del Toro,0,"Las Reglas de la Ruina, The Group","Reparto,  Dirección de la segunda unidad o asistencia a dirección,  Cámara y electricidad",0
Paco García,0,"Mi chica púrpura, La marcha de los perdidos",Reparto,"Mexican Cinema Journalists, Festival Latinuy – Ópera Prima – Latino Uruguayo y Brasileño"
Raúl Santana,0,"Cenizas, De brutas, nada","Reparto,  Producción",0
Leslie Virgen,0,0,Reparto,0
Enyah Mayer,0,0,Reparto,0
Simba Yakibonge,0,0,"Reparto,  Producción,  Guion",0
Tadrian White,0,Leah,Reparto,0
Brian Cellier,0,0,Reparto,0
Stephen Chinn,0,0,"Reparto,  Dirección de fotografía y cámara,  Edición",0
Brigid Colligan,0,"Anywhere But New York, The Decaying Gentlewoman",Reparto,0
Darren Blount,0,0,Reparto,0
Nassier Kelly,0,"The Untenable 2023, Criers","Reparto,  Guion,  Sonido",0
Bonnie Lawrence,0,"Linked, Dynamify Your Life","Reparto,  Producción,  Dirección de la segunda unidad o asistencia a dirección",0
Irina Liss,0,"Asylum - A Monster Film, Ilya Popenko: The Horse is Not Mine","Reparto,  Edición",0
Marie Zabukovec,0,"Play or Die, K.O.","Reparto,  Guion",0
Lana Boy,0,"A Time Apart, Home","Reparto,  Equipos adicionales,  Dirección",0
Amanda Prasow,0,"Bestie, Soft-Spoken Weepy Cult Child","Reparto,  Casting,  Producción","Reel East Texas Film Festival, Clifton Film Celebration"
Patrick Stiles,0,"Amanda Kind: Slow Dance, The Next Step",Reparto,AltFF Alternative Film Festival
Matthew Walker,0,0,Reparto,0
Skye Townsend,1993,iCarly,"Reparto,  Producción,  Banda sonora",0
Bria Henderson,1992,"Angel City, The Good Doctor",Reparto,Micheaux Film Festival
Danube Hermosillo,0,0,"Reparto,  Guion,  Producción",0
Jordane Christie,1992,"La maldición de Hill House, Atlanta","Reparto,  Dirección de casting,  Especialistas",IndieX Film Festival
Richard Nevels,0,"A Second Chance, Los blancos no la saben meter",Reparto,0
Kelly Vrooman,0,"Victor Crowley, The Chica Show","Reparto,  Guion,  Equipos adicionales",0
Nick Creegan,0,"Batwoman, Good Egg","Reparto,  Producción",0
Don Priess,0,"I Love Lucifer, I Love Lucifer","Guion,  Producción,  Edición","Cleveland International Film Festival, Best Shorts Competition"
Laurie Clemens Maier,0,"47, The Dude Is Legit!","Reparto,  Guion,  Producción",Hollywood Just4Shorts
Scott Copanas,0,0,Reparto,0
Christina Wollerman,0,"Ladybot, Daffodil","Reparto,  Guion,  Producción",0
Enedson Gomes,0,0,Reparto,0
Rute Vianna,0,Dentro da Caixinha,Reparto,0
Luiz Gomide Walther,0,0,Reparto,0
Dianna Cruz,0,"Wasabi Warriors, Jimmy Kimmel Live!","Reparto,  Producción,  Dirección","The 48 Hour Film Project, Los Angeles - Horror Comedy"
Meg DeLacy,1996,"F*&% the Prom, Stargirl","Reparto,  Composición","Lady Filmmakers Film Festival, Fright Night Film Festival, US"
Danny Hamouie,0,"NCIS: Los Ángeles, The Rookie","Reparto,  Producción,  Guion",0
Kris Khyzoma,0,0,"Reparto,  Dirección de arte,  Sonido",0
James Arthur Lewis,1978,"Abstraction, Born of Earth","Reparto,  Producción,  Guion","Action on Film International Film Festival, USA, Los Angeles Independent Film Festival Awards"
Harrison Vaughan,0,0,"Reparto,  Guion,  Producción",0
Archie Myers,0,"Sariah, The Final Curtain Call","Reparto,  Guion,  Dirección",0
