actor_name,birth_year,known_for,actor_role,actor_awards
Stephanie Mann,0,"Wedlock, ""Youre So Vain""","Reparto,  Guion,  Equipos adicionales",0
Emily Mutimer,0,"Bunchie, After School","Reparto,  Guion,  Producción",0
Dan Jablons,0,"The Family Business, Pam & Tommy",Reparto,0
Cale Airey,0,"Destined Redemption, Late Drivers",Reparto,0
Dante Amodeo,0,0,Reparto,0
Zach Spitz,0,"Hysteria, Panthers in Paradise","Dirección,  Guion,  Reparto",0
Nick Kovari,0,0,"Reparto,  Guion",0
Luis Galilei,0,"Graham Ave, The Rest of Your Life","Reparto,  Guion,  Dirección",DTLA Film Festival
Jonathan Peck,0,"The Fuse, Are You There?",Reparto,DTLA Film Festival
Matt Hardy,0,"The Rest of Your Life, Graham Ave","Reparto,  Dirección,  Guion",DTLA Film Festival
Jose Alberto Alvarez,0,"Venge, Last Set","Reparto,  Producción,  Guion","Point Lookout Film Festival, DTLA Film Festival"
Allan Wayne Anderson,0,0,Reparto,0
Allie Jennings,0,"Keep Calm and Tampon, Once I Was a Beehive","Reparto,  Guion,  Producción",0
Maxwell Korn,1988,"George & Tammy, The Blacklist","Reparto,  Producción,  Dirección",0
Arianna Quiroz,0,0,Reparto,0
Michael Sturgis,0,"Room 104, Every Other Week","Reparto,  Guion",0
Felix Engström,0,"Himlen är oskyldigt blå, Annika Bengzton: El testamento del Nobel",Reparto,0
Roshi Hoss,0,"Maskineriet, Lujuria","Reparto,  Producción",0
Ulrika Malmgren,0,"Dear Molly, Amor y anarquía","Reparto,  Banda sonora",0
Farzad Nouri,0,"Till slut kommer någon att skratta, Freakshow",Reparto,0
Tengku Abdul,0,0,"Reparto,  Guion,  Composición",0
Bian Priscillia,0,0,Reparto,0
Sigit Pradityo,0,"Chump, The Candidates in the Den of Thieves","Reparto,  Producción,  Dirección",LA Underground Film Forum
Arya Fabryan,0,"Juragan Jenglot Dari Rawa Belorong, Satu Masa Indah",Reparto,0
Zavier Mulia Harimurti,0,"Setengah Hati, Selesai","Sonido,  Reparto,  Composición",0
James Grimm,0,0,Reparto,0
Catharine Humphrys,0,0,Reparto,0
Sam Ebner-Landy,0,"The Switch, Tape","Reparto,  Dirección,  Producción",0
Xavier Knox-Johnston,0,"Psychostasia, Ovophobia",Reparto,0
Natalie Freeborough,0,0,Reparto,0
Izzy Church,0,"Letters to Ganesh, Bank","Producción,  Guion,  Reparto",Couch Film Festival
Jacque Coqueran,0,"Godless, Loop",Reparto,Couch Film Festival
Aislinn Evans,0,"Quarantine Leap, Brian Walker: Red Flags","Reparto,  Guion",Couch Film Festival
Jakob Minevich,0,"Il Corpo Del Duce, Loop",Reparto,0
Kaitlyn Mitchell,0,"""Franks Plight"", Loop","Reparto,  Maquillaje",0
Luke Cook,1986,"Hacks, Guardianes de la Galaxia Vol. 2","Reparto,  Guion,  Dirección","Nevermore Film Festival, Flagler Film Festival"
George Kareman,0,"Silicon Valley, El último hombre en la Tierra","Reparto,  Guion,  Dirección",0
Adam Lustick,1983,"Familia revuelta, Loose Leopard","Reparto,  Guion,  Producción",0
Heather Pasternak,0,"The Late Show with Stephen Colbert, The Mindy Project","Reparto,  Guion,  Producción",0
Meaghan Rath,1986,"New Girl, ""Schitts Creek""","Reparto,  Producción,  Guion","Gemini Awards, Leo Awards"
Donald Barre,0,"The Color of Truth Is Grey, State of Agonal",Reparto,0
George Basil,0,"Flaked, Un hombre lobo entre nosotros","Reparto,  Guion,  Producción",0
Ruby Caster,0,"Say Hi After You Die, Drowning in Potential","Guion,  Reparto",0
West Caster,0,0,Reparto,0
Kit Dennis,0,"Deuce of Spades, The Outdoorsman",Reparto,0
Cricket Arrison,0,"The Cry of Mann, Give Me Pity!","Reparto,  Guion,  Dirección",Champs-Élysées Film Festival
David Brown,0,"The Year Between, Solía ir allí","Reparto,  Edición,  Producción",Film Independent Spirit Awards
Charles Karafotas,0,"Purple Case, The 20-Year-Old Virgin","Reparto,  Producción",0
Heather Lawless,0,"Showing Up, En campaña todo vale","Reparto,  Guion,  Producción",Film Independent Spirit Awards
Fat Tony,0,"The Rainbow Bridge, Significant Others",Reparto,MTV TRL Awards
Phoebe Jane Hart,0,"JamieSonShine, Empty Rooms","Reparto,  Dirección,  Guion","Florida Film Festival, Palm Springs International ShortFest"
Jacob Levy,0,"Caesura, Buds","Reparto,  Guion",Palm Springs International ShortFest
Eric K. Roberts,0,0,Reparto,0
Justus Hightower,0,"Common Ground, The Bad Date Zone",Reparto,0
Cliff Dunigan,0,"Righteous Self, Here and Everywhere",Reparto,0
Nick Taylor,0,0,Reparto,0
Susan Bonney-Cox,0,0,Reparto,0
Carrie Dimaculangan,0,"Operación Napoleón, Wreck",Reparto,0
Oliver Seidel,0,Chicken,Reparto,0
Cassandra Hunter,0,Climbers,"Reparto,  Guion",0
Aileen Kyoko,0,"No Reason, My Ex-Lover Is Dead.","Reparto,  Producción,  Dirección",0
Connor Small,0,0,Reparto,0
Dan Acheson,0,0,Reparto,0
Dave McKay,0,"""Edmontons Guide to Guide Dogs""",Reparto,0
George Grozier,0,"Virgin Wars: Bounty Hunters, The Best of the Lads 2021","Reparto,  Guion,  Producción",0
Jacob Fountain,0,"Virgin Wars: Bounty Hunters, Virgin Wars: Cazarrecompensas","Reparto,  Localización,  Guion",0
Jack Vickers,0,"Deception, Despondency","Dirección,  Guion,  Producción",0
Magnus Adamsen,0,"Katarakt, The Morning After","Equipos adicionales,  Reparto,  Dirección",0
Hjalte Ilsøe Gustavussen,0,0,"Reparto,  Guion,  Edición","Kolkata Shorts International Film Festival, Filmsaaz Festival"
Isabella Lerche,0,"Overskridelser, The Perfect Customer","Reparto,  Guion,  Edición",0
Bertil Borum,0,Avalanche,"Equipos adicionales,  Reparto",0
Nicholas Lloyd,0,"The Hippie Who Came to Roam, HRT Abduction",Reparto,0
Timothy Marron,0,"All Things Must Crumb to an End, The Grey Cardinals",Reparto,0
Ryan Holdaway,0,"Neon Grudge, ""Justins Got Cancer""",Reparto,0
Chardonae Manuel,0,"All Things Must Crumb to an End, Mellow Tears",Reparto,0
Nicholas Lloyd,0,0,Reparto,0
Hidde de Visser,0,0,Reparto,0
Maud Dekkers,0,0,Reparto,0
Hans Muller,0,"De overkant, Van draaiers en dromers","Reparto,  Composición",0
Shaniqua Paesch,0,0,Reparto,0
Henk Shakison,0,Henk,Reparto,0
Rahne Avant,0,"The Haunting of Hell Hole Mine, A Sitcom for Gio","Reparto,  Maquillaje",0
Alec Bewkes,0,0,"Reparto,  Dirección,  Guion",WorldFest Houston
Linnea Bullion,0,"Shut Up, Jack",Reparto,0
Amelia Evans,0,0,Reparto,0
Izzy Fox,0,0,Reparto,0
Josh Harvey,0,0,"Reparto,  Guion,  Producción",0
Georgina Jane,0,"The 12, ""Dont Speak""","Reparto,  Dirección,  Producción",0
Matthew Keenan,0,Mystery Me,"Reparto,  Guion y continuidad",0
Sebastian Boyd,0,"Mystery Me, THE KEYS",Reparto,0
Javier Bardem,1969,"No es país para viejos, Mar adentro","Reparto,  Producción,  Música","Ariel Awards, Mexico, Academy Awards, USA"
Fabienne Piolini-Castle,0,"The Marshlands, Creep","Reparto,  Cámara y electricidad,  Equipos adicionales",Romford Film Festival
Evan Sokol,0,"Heading Down South, Next",Reparto,0
Sarah Graceson,0,0,0,0
Evan Towell,0,"Yo, Tonya, Pushed Away","Reparto,  Producción,  Equipos adicionales","Conocido/a por, Más de esta persona"
Joshua Caleb,0,"Till Death Does His Part, Lies in the Layers","Reparto,  Producción,  Guion","Conocido/a por, Más de esta persona"
Michele Nichols,0,"What Becomes of Us, The Inspectors","Reparto,  Guion,  Dirección de casting",0
Jane Elvire,0,"No New Friends, Cherry Bomb",Reparto,0
Madison Floyd Jr.,0,0,Reparto,0
