,type,name,release_year,release_month,id_imdb,genre
191,Movie,Doctor Strange: Multiversal Madness,2022,12,tt19854066,Action
192,Movie,69 Parts,2022,9,tt19856302,Action
193,Movie,Private Targets,2022,4,tt19850890,Action
194,Movie,My Brother Cain,2022,5,tt19862988,Action
195,Movie,Ab Hogi Hamri Hukumat,2022,1,tt19859820,Action
196,Movie,A Group of Rapscallions Obsess Over A Mod Crafted (Lovingly) By Gerald,2022,4,tt19870428,Action
197,Movie,Chaotic Justice,2022,11,tt19876798,Action
198,Movie,Vremya patriotov,2022,4,tt19878422,Action
199,Movie,Oslacraft: the movie,2022,1,tt19881248,Action
200,Movie,Blake's Movie 2: Pizza Mayhem,2022,4,tt19881358,Action
201,Movie,Hum Suryavasham Hain,2022,6,tt19885346,Action
202,Movie,Spider Man: Hunted,2022,4,tt19886644,Action
203,Movie,Rupayi,2022,none,tt19884258,Action
204,Movie,Gente de Accionar,2022,3,tt19894872,Action
205,Movie,Shekar,2022,5,tt19893758,Action
206,Movie,The Seven Deadly Sins: Grudge of Edinburgh Part 1,2022,12,tt17677744,Action
207,Movie,Red Bluff 2: For Human's Sake,2022,6,tt20055990,Action
208,Movie,The Adventures of the Adventures 2: Denver Rocks,2022,5,tt20101094,Action
209,Movie,The Bagcilar,2022,5,tt20101540,Action
210,Movie,Revisiting the Heart,2022,6,tt20101770,Action
211,Movie,Tears of Shark in Kunlun,2022,2,tt20102664,Action
212,Movie,The First Mission,2022,5,tt20112718,Action
213,Movie,Useful Idiots,2022,none,tt20117156,Action
214,Movie,Revisiting the Heart,2022,6,tt20123140,Action
215,Movie,Alienoid,2022,7,tt20168564,Action
216,Movie,Their Uncle,2022,7,tt20124778,Action
217,Movie,Dyun mong,2022,9,tt20204936,Action
218,Movie,Work,2022,,tt20208616,Action
219,Movie,Kallan,2022,3,tt20217794,Action
220,Movie,Hitman: Chapter 1,2022,8,tt20222154,Action
221,Movie,1996 Dharmapuri,2022,4,tt20223526,Action
222,Movie,Shura no sekai,2022,1,tt20224106,Action
223,Movie,Dhagad Saamba,2022,5,tt20228436,Action
224,Movie,Jack Gray,2022,3,tt20229848,Action
225,Movie,Jack Gray Firestarter,2022,3,tt20230226,Action
226,Movie,Bes,2022,5,tt20230910,Action
227,Movie,Les Croute: Épisode final,2022,5,tt20241678,Action
228,Movie,FOMO,2022,6,tt20238530,Action
229,Movie,Deep in It,2022,8,tt20244248,Action
230,Movie,Revisiting the Heart,2022,6,tt20244852,Action
231,Movie,Moondram Athigharam,2022,6,tt20244978,Action
232,Movie,Work,2022,,tt20247026,Action
233,Movie,Chota,2022,none,tt20251918,Action
234,Movie,Chota,2022,5,tt20251960,Action
235,Movie,Shaan,2022,4,tt20252438,Action
236,Movie,Torpedo Up the Ass,2022,6,tt20250634,Action
237,Movie,Vikky's Files,2022,3,tt20319274,Action
238,Movie,Angel 111,2022,1,tt20319478,Action
239,Movie,BRUNO: Hyena v Ludskej Kozi,2022,12,tt20319692,Action
240,Movie,Secret Agent Dangerous Flowers,2022,,tt20417836,Action
241,Movie,Countryside Gunday,2022,5,tt20420514,Action
242,Movie,Haraa,2022,none,tt20452494,Action
243,Movie,Penculikan Leha Lawa,2022,,tt20452708,Action
244,Movie,Tales from the Crip 2,2022,2,tt20453420,Action
245,Movie,Final Hope,2022,1,tt20454746,Action
246,Movie,Rupayi,2022,9,tt20496152,Action
247,Movie,Anjan,2022,5,tt20566044,Action
248,Movie,Lady Trillion,2022,9,tt20583296,Action
249,Movie,The Bigger Picture,2022,,tt20673318,Action
250,Movie,Top Gunner: Danger Zone,2022,5,tt20726444,Action
251,Movie,Breakout Brothers 3,2022,5,tt20752126,Action
252,Movie,Kerosene,2022,6,tt20724796,Action
253,Movie,Zombie Gang,2022,,tt20784024,Action
254,Movie,Deadly Escape,2022,,tt20783974,Action
255,Movie,Parichay,2022,6,tt20784830,Action
256,Movie,Spark 1.0,2022,10,tt20771990,Action
257,Movie,Sita Ramam,2022,8,tt20850406,Action
258,Movie,Visa,2022,10,tt20853246,Action
259,Movie,El Revolver Maldito,2022,6,tt20853998,Action
260,Movie,Konda,2022,6,tt20855732,Action
261,Movie,Headless Horseman,2022,10,tt20860096,Action
262,Movie,Jija Sali Ka Lafda,2022,6,tt20862480,Action
263,Movie,Memory Lane,2022,6,tt20865464,Action
264,Movie,Pothum Thala,2022,8,tt20871714,Action
265,Movie,Clann,2022,12,tt20872006,Action
266,Movie,The Panther of the Border (La Pantera de la Frontera),2022,none,tt20875140,Action
267,Movie,I Got Now Too,2022,12,tt20876728,Action
268,Movie,Dimensions 5,2022,10,tt20879220,Action
269,Movie,Star Wars: Fight of the Empire,2022,,tt20879582,Action
270,Movie,Tijju Bhai,2022,none,tt20880614,Action
271,Movie,Bulldozer,2022,,tt20881280,Action
272,Movie,El Duro,2022,5,tt20881632,Action
273,Movie,A Esposa Desaparecida,2022,1,tt20918726,Action
274,Movie,Karan Arjun,2022,6,tt21026586,Action
275,Movie,Primary Position,2022,12,tt21030012,Action
276,Movie,The Standoff,2022,12,tt21038538,Action
277,Movie,Ace,2022,12,tt21041876,Action
278,Movie,Dear Vikram,2022,6,tt21041972,Action
279,Movie,Ginna,2022,10,tt21042588,Action
280,Movie,Rearick Film Studios' Doctor Mobius,2022,10,tt21051226,Action
281,Movie,Thor: God of Thunder,2022,7,tt21053530,Action
282,Movie,Biswanath,2022,6,tt21051528,Action
283,Movie,Una mujer con muchos huevos,2022,6,tt21059132,Action
284,Movie,The (Hypothetical) Amazing Spider-Man 3,2022,7,tt21059746,Action
285,Movie,Srirangapuram,2022,9,tt21059844,Action
286,Movie,Fuhuo zhu luo ji,2022,5,tt21060202,Action
287,Movie,Jurassic Domination,2022,7,tt21065316,Action
288,Movie,What Goes Around,2022,6,tt21066780,Action
289,Movie,Touching gold captain,2022,5,tt21077414,Action
290,Movie,#shockfight,2022,none,tt21085554,Action
291,Movie,The Way Of The Househusband,2022,6,tt21097018,Action
292,Movie,El Matareed,2022,,tt21100570,Action
293,Movie,AMADO,2022,6,tt21103650,Action
294,Movie,Fortune favors the guilty,2022,6,tt21109904,Action
295,Movie,Kamen Rider Revice: Battle Familia,2022,7,tt21110200,Action
296,Movie,Prince of Eurasia,2022,6,tt21114222,Action
297,Movie,Aye Bujji Neeku Nene,2022,12,tt21137258,Action
298,Movie,Marshall Mu GuiYing,2022,1,tt21141802,Action
299,Movie,KunLun Battle,2022,2,tt21141856,Action
300,Movie,Snake 3,2022,1,tt21146674,Action
301,Movie,Young Heroes of Chaotic Time,2022,7,tt21154238,Action
302,Movie,Foreign Sarakku,2022,7,tt21154882,Action
303,Movie,Libereya: Ohotniki za sokrovischami,2022,10,tt21160106,Action
304,Movie,The Co-Signer,2022,none,tt21191974,Action
305,Movie,Don Macario Leyva,2022,none,tt21192716,Action
306,Movie,Maa Nanna Naxalite,2022,7,tt21198540,Action
307,Movie,Tanpa Ampun,2022,10,tt21201212,Action
308,Movie,Ghost Blows the Lamp Longling Mystery Grotto,2022,6,tt21210124,Action
309,Movie,Sweet BodyGuard,2022,6,tt21210548,Action
310,Movie,Male Fox Tale 3,2022,6,tt21211624,Action
311,Movie,"The Sewers: Return, Part One - The Trial",2022,6,tt21211628,Action
312,Movie,Chaudhry,2022,6,tt21217804,Action
313,Movie,Gigi la legge,2022,10,tt21226634,Action
314,Movie,Rudra Simha,2022,7,tt21226736,Action
315,Movie,Sniper: Rogue Mission,2022,8,tt21222434,Action
316,Movie,Carter,2022,8,tt21237030,Action
317,Movie,Hopeless Situation,2022,7,tt21237534,Action
318,Movie,Bad City,2022,7,tt21243618,Action
319,Movie,Leio,2022,7,tt21243636,Action
320,Movie,Really Main Deewana Ho Gaya,2022,7,tt21244710,Action
321,Movie,Day Zero,2022,9,tt21254710,Action
322,Movie,Safin's Hunt 2,2022,none,tt21263292,Action
323,Movie,7Even Hits,2022,6,tt21270936,Action
324,Movie,KANAL PALARUM PARANJA KADHA,2022,5,tt21265322,Action
325,Movie,3amohom,2022,7,tt21279280,Action
326,Movie,No Way Out,2022,8,tt21284710,Action
327,Movie,"Twitz from Pluto: Graff, Jackass and TV Casualty",2022,6,tt21286660,Action
328,Movie,Pressure,2022,1,tt21281732,Action
329,Movie,The Up Rank,2022,9,tt21289196,Action
330,Movie,Steppe,2022,11,tt21299042,Action
331,Movie,Broadcast Dead,2022,7,tt21299364,Action
332,Movie,Xue shan fei hu,2022,7,tt21307568,Action
333,Movie,Zhen Dao Ge Zhi Chen Shi Xing,2022,2,tt21307708,Action
334,Movie,Pyar Hota Hai Deewana Sanam (Bhojpuri),2022,12,tt21313970,Action
335,Movie,Mu zhong wu ren,2022,6,tt21318724,Action
336,Movie,Tai Chi Master,2022,1,tt21318954,Action
337,Movie,Prem Yuddh,2022,,tt21319078,Action
338,Movie,Bound by Debt,2022,none,tt21325206,Action
339,Movie,Promise Chronicles - Manifestation,2022,6,tt21330438,Action
340,Movie,Saradhi,2022,11,tt21342384,Action
341,Movie,Chobbar,2022,11,tt21340130,Action
342,Movie,Rowdy Rocky,2022,12,tt21348892,Action
343,Movie,Pro God - Pro Gun,2022,none,tt21351914,Action
344,Movie,The Last Assassin,2022,8,tt21357120,Action
345,Movie,Rifftrax: Day of the Assassin,2022,7,tt21360022,Action
346,Movie,Bombay,2022,10,tt21357600,Action
347,Movie,Hasta Khel Ta Parivaar,2022,7,tt21364262,Action
348,Movie,Bond Money,2022,6,tt21377168,Action
349,Movie,Rechipodam Brother,2022,7,tt21379370,Action
350,Movie,Bohoja,2022,,tt21387514,Action
351,Movie,Retribution: Venganza,2022,7,tt21405534,Action
352,Movie,Soul of the commando,2022,none,tt21411734,Action
353,Movie,Dimensions 5,2022,10,tt21417098,Action
354,Movie,Kamen Rider Geats × Revice: Movie Battle Royale,2022,12,tt21417736,Action
355,Movie,I Hate Kids Movie 2,2022,7,tt21418708,Action
356,Movie,Rowdy Singh,2022,8,tt21419998,Action
357,Movie,Liverpool FC vs RC Strasbourg,2022,7,tt21419444,Action
358,Movie,Codez,2022,7,tt21423074,Action
359,Movie,Shark Side of the Moon,2022,8,tt21426434,Action
360,Movie,Bakas ni Yamashita,2022,8,tt21434620,Action
361,Movie,Office Invasion,2022,8,tt21440188,Action
362,Movie,Parali Asker: Musul,2022,9,tt21437918,Action
363,Movie,Ah Be Birader,2022,9,tt21437942,Action
364,Movie,Tozoom,2022,8,tt21452974,Action
365,Movie,Mortal Kombat Legends: Snow Blind,2022,10,tt21477618,Action
366,Movie,The Key of Baku,2022,10,tt21482466,Action
367,Movie,La Toma,2022,7,tt21602792,Action
368,Movie,College Cuties,2022,8,tt21637058,Action
369,Movie,Pozyvnoy Baron,2022,8,tt21637810,Action
370,Movie,La Jefa De La Plaza,2022,8,tt21662476,Action
371,Movie,Prem Geet 3,2022,9,tt21741272,Action
372,Movie,Green Bullet,2022,8,tt21799576,Action
373,Movie,Knight of the Devil,2022,8,tt21801100,Action
374,Movie,Single Up,2022,4,tt21807340,Action
375,Movie,Sitio Diablo,2022,8,tt21807688,Action
376,Movie,Zodiac Warriors,2022,1,tt21808374,Action
377,Movie,The Detroit Cable Connection,2022,1,tt21801510,Action
378,Movie,Company,2022,8,tt21812486,Action
379,Movie,Pure Japanese,2022,1,tt21817596,Action
380,Movie,Pure Japanese,2022,,tt21835824,Action
381,Movie,Batman 3: Beyond Arkham,2022,8,tt21841776,Action
382,Movie,Welcome to Tihar College,2022,10,tt21844034,Action
383,Movie,Granata contro Biancocelesti,2022,8,tt21846566,Action
384,Movie,Indios Confrontación El Submarí Groguet,2022,8,tt21854376,Action
385,Movie,Treason,2022,none,tt21862064,Action
386,Movie,Gongjo 2: Inteonaesyeonal,2022,9,tt21867370,Action
387,Movie,John Ahiya Naan,2022,8,tt21868638,Action
388,Movie,The Great Arms Robbery,2022,4,tt21874008,Action
389,Movie,Symbiant,2022,12,tt21879986,Action
390,Movie,Chidiya Ghar,2022,4,tt21910484,Action
391,Movie,Kochlöffel: The Movie,2022,9,tt21913688,Action
392,Movie,Super Vixens 4,2022,1,tt21913198,Action
393,Movie,Plane to Busan,2022,9,tt21916920,Action
394,Movie,Mane Lagi Re Lagan Tara Prem Ni,2022,9,tt21917014,Action
395,Movie,Rivalità Juve-Roma,2022,8,tt21920804,Action
396,Movie,Gray Wall Gear,2022,2,tt21926908,Action
397,Movie,Piercing Heart Sword,2022,5,tt21928310,Action
398,Movie,Di Renjie zhi jiu ceng yao lou,2022,7,tt21934736,Action
399,Movie,Kungfu Master Su: Red Lotus,2022,1,tt21934730,Action
400,Movie,Ballia Kaand,2022,5,tt21935458,Action
401,Movie,Unmasking the Idol (VSA),2022,,tt21942926,Action
402,Movie,Favor,2022,1,tt21954396,Action
403,Movie,Clownface 2,2022,8,tt21962250,Action
404,Movie,Kamtupe,2022,7,tt21963394,Action
405,Movie,Ghost of Maaikhuli,2022,10,tt21969888,Action
406,Movie,Screenplay,2022,11,tt21970082,Action
407,Movie,Ninja in the Mafia's Shadow,2022,1,tt21979270,Action
408,Movie,Deck of Cards,2022,9,tt21986824,Action
409,Movie,Undercover Rascals 2,2022,8,tt22001004,Action
410,Movie,Dragon Hunter,2022,6,tt22008250,Action
411,Movie,Soygun,2022,9,tt22015478,Action
412,Movie,Code Name: Tiranga,2022,10,tt22099068,Action
413,Movie,Baby Detective,2022,,tt22166884,Action
414,Movie,Shanty Town,2022,,tt22099034,Action
415,Movie,Demon Flower Love,2022,3,tt22170804,Action
416,Movie,Satta Apne Baap ki,2022,12,tt22171342,Action
417,Movie,The Cases of Disappearances,2022,1,tt22178518,Action
418,Movie,Partners in Crime,2022,12,tt22178922,Action
419,Movie,Horus,2022,1,tt22199190,Action
420,Movie,Innocent But Guilty,2022,6,tt22244840,Action
421,Movie,Mid Day Meeal,2022,10,tt22261752,Action
422,Movie,Hunting Poison: The Lightning Strike,2022,8,tt22264494,Action
423,Movie,Jallikattu,2022,12,tt22300714,Action
424,Movie,Vanshree,2022,9,tt22310996,Action
425,Movie,Reyiki Veyi Kallu,2022,9,tt22323610,Action
426,Movie,Seratus,2022,10,tt22375880,Action
427,Movie,Detective Knight: Redemption,2022,12,tt22394694,Action
428,Movie,Rasuk,2022,9,tt22400006,Action
429,Movie,Part-Time Killer,2022,9,tt22410314,Action
430,Movie,Attack on Titan,2022,9,tt22408766,Action
431,Movie,The Fighter,2022,6,tt22436726,Action
432,Movie,Caro Quintero Deuda Pagada,2022,9,tt22439826,Action
433,Movie,Dhar Wars Episode IV: A New Generation Hope,2022,8,tt22442740,Action
434,Movie,Lost Vegas,2022,none,tt22441984,Action
435,Movie,Maare Shu,2022,9,tt22444220,Action
436,Movie,Lakhey,2022,11,tt22462224,Action
437,Movie,Family Blood,2022,8,tt22464260,Action
438,Movie,The Bhen-Jah-Man,2022,9,tt22475156,Action
439,Movie,Trapped Beasts,2022,4,tt22476784,Action
440,Movie,Yongchun of South Shaolin: The Founders,2022,7,tt22476798,Action
441,Movie,Bad Education,2022,2,tt22476934,Action
442,Movie,Remember,2022,10,tt22477142,Action
443,Movie,The One Hundred,2022,10,tt22479478,Action
444,Movie,Har Har Mahadev,2022,10,tt22489564,Action
445,Movie,Ninja Moon Showdown,2022,10,tt22490110,Action
446,Movie,Armageddon Code,2022,12,tt22490660,Action
447,Movie,Sean Connery vs James Bond,2022,10,tt22498916,Action
448,Movie,Rudranetri,2022,10,tt22500692,Action
449,Movie,No War,2022,9,tt22504924,Action
450,Movie,Mazhor v Sochi,2022,12,tt22530468,Action
451,Movie,Sahari Bagha,2022,11,tt22532160,Action
452,Movie,Yue jie,2022,9,tt22542668,Action
453,Movie,Sexo a la venta,2022,,tt22698548,Action
454,Movie,Magic Man,2022,6,tt22742568,Action
455,Movie,Taut,2022,10,tt22756122,Action
456,Movie,Siku 12: Langkah Derhaka,2022,10,tt22756178,Action
457,Movie,Hismario123 Unites,2022,9,tt22771218,Action
458,Movie,Bullet,2022,,tt22756110,Action
459,Movie,KAPO,2022,7,tt22795198,Action
460,Movie,Sorpresa Desde El Infierno,2022,10,tt22802202,Action
